epoch,train_acc,test_acc,train_loss,test_loss
1,90.28,86.5,0.46310579161643983,0.5872054061889649
2,92.89,88.95,0.3807339205265045,0.49756797790527346
3,94.39,90.3,0.33844251027107236,0.45417737221717835
4,95.6,91.7,0.29881783652305605,0.41519803667068483
5,96.11,92.5,0.27666851358413697,0.394942676782608
6,96.71,92.2,0.259210325717926,0.3776157763004303
7,97.33,93.4,0.24468004953861236,0.3653251473903656
8,97.58,93.7,0.2329621902704239,0.35187305831909177
9,97.98,93.75,0.21953558893203734,0.3435678322315216
10,98.14,94.0,0.22109440820217133,0.34359567642211913
