epoch,train_acc,test_acc,train_loss,test_loss
1,90.14,86.25,0.5406517479896545,0.6600500211715699
2,92.82,89.2,0.4537420045852661,0.5667925157546997
3,94.11,90.25,0.4104172164916992,0.5254630904197692
4,95.21,91.4,0.3714060742378235,0.48709301233291624
5,95.78,91.9,0.3465301984786987,0.4655635280609131
6,96.35,92.8,0.33009514532089235,0.4470650615692139
7,97.04,93.1,0.31329347276687625,0.4324190790653229
8,97.5,93.6,0.30517022070884703,0.42109046411514284
9,97.78,93.7,0.2897628412246704,0.41376767539978027
10,97.99,93.85,0.29137109570503233,0.4119700791835785
