epoch,train_acc,test_acc,train_loss,test_loss
1,90.35,86.65,0.3294033025145531,0.4341991059780121
2,92.71,88.8,0.2593457976579666,0.37537264728546144
3,94.32,90.1,0.20105834860801697,0.3191486763954163
4,95.43,90.95,0.170487093937397,0.2968926548957825
5,96.14,91.4,0.14123612596988677,0.27307224822044374
6,96.49,91.6,0.12897813744544984,0.2610277774333954
7,97.47,92.15,0.10648514553308487,0.24350784122943878
8,98.01,93.05,0.08916460515260696,0.22892527079582214
9,98.14,92.75,0.0807120491027832,0.22594100069999695
10,98.38,92.95,0.07660755904316902,0.2250612975358963
