epoch,train_acc,test_acc,train_loss,test_loss
1,89.85,86.4,0.542373354101181,0.6642562704086303
2,92.75,88.8,0.4540929316997528,0.5709416179656982
3,94.15,90.0,0.4118664095401764,0.5311460409164429
4,95.32,91.5,0.3729883675575256,0.4916328887939453
5,95.82,91.55,0.3464794777870178,0.46924691724777223
6,96.41,92.15,0.32793403272628785,0.4482190775871277
7,97.02,93.0,0.3139378953695297,0.4373151261806488
8,97.45,93.25,0.3070247778892517,0.42681002187728884
9,97.84,93.5,0.2894169372558594,0.41566151785850525
10,97.96,94.0,0.2921784227371216,0.415045791387558
