epoch,train_acc,test_acc,train_loss,test_loss
1,90.25,86.75,0.3367378333210945,0.44885638236999514
2,92.43,88.25,0.2624905868768692,0.3784087772369385
3,94.1,90.2,0.20698800389766694,0.3255050263404846
4,95.14,90.95,0.1741027247607708,0.29749343609809875
5,95.86,91.45,0.14703140252828598,0.27570259737968444
6,96.63,91.7,0.13005899703502655,0.2575608336925507
7,97.21,92.3,0.1127484404206276,0.24443061029911042
8,97.69,93.0,0.09635279012322426,0.2292437573671341
9,98.0,92.75,0.08513957841396332,0.22448054766654968
10,98.03,92.9,0.08273280794173479,0.22405866503715516
