epoch,train_acc,test_acc,train_loss,test_loss
1,89.61,86.4,0.35678691861629486,0.46966093611717225
2,91.52,87.3,0.290956073141098,0.411865825176239
3,93.15,88.8,0.2305891467809677,0.35443794846534726
4,94.29,89.9,0.2003218072235584,0.3319954676628113
5,94.94,90.05,0.17442455012798308,0.3167792167663574
6,95.47,90.65,0.16245898027420044,0.3008072335720062
7,96.19,91.1,0.1424025070130825,0.28369910407066345
8,96.86,91.2,0.12051243010163307,0.26587528121471404
9,96.91,91.4,0.11317063283920288,0.2681657967567444
10,96.82,91.95,0.11470662558674813,0.27197896361351015
