epoch,train_acc,test_acc,train_loss,test_loss
1,90.04,86.5,0.3454868584394455,0.45486693787574767
2,92.04,87.85,0.28261679272651674,0.406684255361557
3,93.55,89.3,0.2234625170469284,0.35226812195777896
4,94.73,90.2,0.1911122268676758,0.3267357692718506
5,95.49,90.5,0.16315548598766327,0.3037520956993103
6,95.8,90.6,0.15083196477890015,0.29161081206798556
7,96.67,91.9,0.12591297471523286,0.2666773285865784
8,97.22,91.7,0.10763564173579215,0.2527940114736557
9,97.45,92.15,0.09865885827541351,0.24859234738349914
10,97.77,92.2,0.09424009267389774,0.24849117195606232
