epoch,train_acc,test_acc,train_loss,test_loss
1,89.81,86.2,0.5445542256832123,0.6697748155593872
2,92.63,88.45,0.45848867745399474,0.5771017365455627
3,94.04,90.3,0.41636181468963623,0.5356980485916137
4,95.17,91.5,0.37262071380615236,0.49152722120285036
5,95.82,91.5,0.3477407522201538,0.46933573579788207
6,96.49,91.9,0.3272594058036804,0.44599948525428773
7,97.07,92.7,0.3128536271572113,0.4339813668727875
8,97.55,93.15,0.30492594141960144,0.42368806862831115
9,97.79,93.25,0.28888950080871584,0.41377083683013915
10,98.09,93.8,0.28758340301513674,0.4095279068946838
