epoch,train_acc,test_acc,train_loss,test_loss
1,94.71333333333334,94.52,0.1864117692788442,0.1860965659022331
2,96.73833333333333,96.4,0.11643457673589389,0.12677770511209965
3,97.48666666666666,96.7,0.09002776549855868,0.10542388748005033
4,98.05833333333334,97.24,0.07102309331496556,0.08885014035180211
5,98.39833333333333,97.58,0.05707923675775528,0.07811904740594328
6,98.85166666666667,97.87,0.04526891276240349,0.0716352044634521
7,98.94,97.68,0.04092175668179989,0.0715414101086557
8,99.17333333333333,97.93,0.03455146425118049,0.06787868909910322
9,99.33666666666667,98.02,0.02789652251501878,0.06367049109768122
10,99.50666666666666,98.09,0.024105010986328126,0.061695972954109314
11,99.64166666666667,98.06,0.020212761871516705,0.06168587949168868
12,99.67166666666667,98.08,0.01841863465110461,0.06140436932402663
13,99.73,98.16,0.016649470538894335,0.06004554908769205
14,99.79166666666667,98.08,0.014538575202226638,0.05899732434370089
15,99.825,98.19,0.012848356582721075,0.059521924253820906
