epoch,train_acc,test_acc,train_loss,test_loss
1,89.75,85.95,0.35648298124074934,0.47233210182189944
2,91.64,87.75,0.29172104473114013,0.4184595274925232
3,92.84,88.9,0.24267643325328828,0.37130822348594666
4,94.01,89.2,0.2145438868165016,0.35330350971221924
5,94.56,89.6,0.1898412700176239,0.3345374000072479
6,94.95,90.3,0.17721776785850524,0.3168830021619797
7,95.64,90.75,0.15821763452291487,0.3082537808418274
8,95.95,90.9,0.1442917783021927,0.29763229441642763
9,96.35,90.8,0.12983399984836577,0.29287533831596374
10,96.18,91.15,0.13315883483886717,0.30018327045440674
