epoch,train_acc,test_acc,train_loss,test_loss
1,89.99,86.35,0.3427831451296806,0.455407794713974
2,92.34,88.15,0.2697839703321457,0.38863558435440065
3,93.92,89.95,0.21343285567760467,0.3333906292915344
4,95.03,90.65,0.17885612651109695,0.3056356554031372
5,95.68,91.4,0.15168930633068084,0.28036587047576905
6,96.37,91.5,0.13280459688901902,0.2613003902435303
7,97.21,92.05,0.11483185533285141,0.24671469688415526
8,97.63,92.55,0.09848154801726342,0.23210381424427032
9,97.93,92.65,0.08771658198833465,0.22574564146995543
10,98.1,93.1,0.0822626968935132,0.22252158045768738
