epoch,train_acc,test_acc,train_loss,test_loss
1,90.3,86.35,0.3878315346956253,0.497661687374115
2,92.77,88.7,0.32244152727127073,0.43609368133544923
3,94.24,90.15,0.27632488694190976,0.3902868690490723
4,95.4,91.45,0.23863320498466492,0.35282087516784666
5,96.08,92.15,0.21446052734851836,0.33187325835227965
6,96.65,92.2,0.19654664402008057,0.31205638456344603
7,97.32,92.75,0.18164863599538802,0.29905783653259277
8,97.82,93.6,0.16706060721874236,0.2829009213447571
9,98.03,93.75,0.15645031201839446,0.2782072243690491
10,98.28,93.7,0.1535069545507431,0.27431221985816956
