epoch,train_acc,test_acc,train_loss,test_loss
1,90.34,86.55,0.3379749234318733,0.4420958249568939
2,92.34,88.25,0.2724453834295273,0.3890035591125488
3,93.81,89.45,0.21567997617721557,0.333310293674469
4,95.05,90.5,0.18160609658360483,0.30798127508163453
5,95.74,90.9,0.1527300759911537,0.28534168219566347
6,96.13,90.65,0.14042461344003676,0.2735018169879913
7,97.08,92.0,0.1161492816209793,0.2522088768482208
8,97.59,92.15,0.09876958521008491,0.23927149784564972
9,97.76,92.1,0.09027151782512664,0.23703044486045838
10,98.0,92.5,0.0863835869461298,0.2366804883480072
