epoch,train_acc,test_acc,train_loss,test_loss
1,68.6,79.35,0.9855588265419006,0.6907463984489441
2,78.66,85.25,0.7018268375396729,0.5245853581428528
3,85.09,88.95,0.5139570961952209,0.4000970532894135
4,88.18,91.5,0.41662362723350527,0.32370588898658753
5,89.78,92.9,0.3616636605501175,0.28449451541900633
6,90.08,92.5,0.33771149544715884,0.2740416195392609
7,91.72,93.65,0.2932457813501358,0.23390450620651246
8,92.25,94.25,0.27788837141990663,0.21238827109336852
9,93.02,95.15,0.25718732891082763,0.20028570318222047
10,92.81,94.7,0.24949604896306993,0.20437481772899627
