epoch,train_acc,test_acc,train_loss,test_loss
1,90.48,86.2,0.33703230973482134,0.45659211683273315
2,92.7,88.95,0.2621418632030487,0.38227985525131225
3,94.22,90.3,0.205298459815979,0.3218807823657989
4,95.29,91.35,0.1699885718345642,0.29558357667922974
5,96.03,91.3,0.14600971351861955,0.2677761800289154
6,96.68,91.65,0.12623442324399947,0.2513404332399368
7,97.19,92.4,0.11185682137012481,0.23732818031311034
8,97.65,92.5,0.09795914705395699,0.22598155808448792
9,97.81,92.75,0.08940773339271546,0.22020688831806182
10,97.87,92.75,0.08360380718708038,0.21817562794685363
