epoch,train_acc,test_acc,train_loss,test_loss
1,90.48,86.35,0.33362792612314224,0.4494360637664795
2,92.75,88.75,0.26206345019340516,0.3831494450569153
3,94.31,90.15,0.20314173183441162,0.3210586152076721
4,95.3,91.2,0.16998947164416314,0.29782209753990174
5,96.0,91.45,0.14564371519088745,0.26993892216682436
6,96.71,91.8,0.12522684644460677,0.25195872187614443
7,97.14,92.3,0.11133558648228645,0.23995220851898194
8,97.71,92.7,0.09588302313685418,0.2272322154045105
9,97.89,92.8,0.08637351160049439,0.22067294096946716
10,97.93,92.9,0.08267706347107888,0.22138708579540253
