epoch,train_acc,test_acc,train_loss,test_loss
1,90.13,86.3,0.34064231609106066,0.44934759759902954
2,92.05,88.1,0.27900441765785217,0.39787258696556094
3,93.5,89.5,0.2218422816991806,0.34521614599227907
4,94.88,89.9,0.1898734930574894,0.321852502822876
5,95.66,91.1,0.1614846398115158,0.2983698697090149
6,95.92,91.1,0.15108227548599243,0.28745999360084534
7,96.66,91.5,0.1260734618961811,0.26774605417251585
8,97.23,92.05,0.1088612774848938,0.2512782628536224
9,97.37,91.85,0.10025003042221069,0.2495873692035675
10,97.4,92.6,0.09796828014850617,0.25063886141777036
