epoch,train_acc,test_acc,train_loss,test_loss
1,90.75,86.85,0.32362912026643753,0.4315507619380951
2,92.64,88.45,0.25868368995189667,0.3765763473510742
3,94.16,89.55,0.20368979918956756,0.327376594543457
4,95.35,90.7,0.1697037893474102,0.29966334772109987
5,96.12,91.1,0.14120746704339981,0.27802451252937316
6,96.68,91.45,0.12606829569339753,0.2630326174497604
7,97.37,92.2,0.10699547286033631,0.24810663366317748
8,98.0,92.45,0.08887664803862572,0.23248830389976502
9,98.1,92.55,0.08027203667163849,0.22987552535533906
10,98.4,93.15,0.0761723921597004,0.22930283415317534
