epoch,train_acc,test_acc,train_loss,test_loss
1,89.57,85.75,0.3590603497624397,0.46733287835121157
2,92.29,88.15,0.27910144572257994,0.394789754152298
3,93.59,89.9,0.22482301187515258,0.342496434211731
4,94.67,90.3,0.19411291657686233,0.31938360738754273
5,95.5,90.85,0.16399846694469453,0.2974875304698944
6,95.89,90.85,0.14864194349050522,0.2827103123664856
7,96.98,92.05,0.12336150515079498,0.25997316718101504
8,97.25,92.2,0.1079510186433792,0.24746027970314025
9,97.57,91.9,0.09670762746334076,0.2426793111562729
10,98.01,92.7,0.08647892021536827,0.2342188699245453
