epoch,train_acc,test_acc,train_loss,test_loss
1,90.46,86.8,0.3826643896579742,0.500778550863266
2,92.95,88.95,0.3156787926673889,0.4312993540763855
3,94.4,90.3,0.2706041471481323,0.38529533553123474
4,95.67,91.75,0.23313012766838073,0.3496223542690277
5,96.28,91.75,0.2109023116350174,0.32949667596817017
6,96.84,92.0,0.19288138682842254,0.31199133801460266
7,97.36,93.15,0.17791702321767808,0.29810010695457456
8,97.81,93.7,0.16378106733560563,0.2836346583366394
9,98.06,93.7,0.15356416888236998,0.2780697832107544
10,98.32,93.85,0.1523372356414795,0.2766190664768219
