epoch,train_acc,test_acc,train_loss,test_loss
1,90.06,86.3,0.34241400870084765,0.45124170517921447
2,92.72,88.85,0.2623005623579025,0.3764226546287537
3,94.24,89.7,0.20786609978675843,0.32738557004928587
4,95.11,91.05,0.17528853742480277,0.29867730116844177
5,95.85,91.2,0.15013361818790436,0.2770323519706726
6,96.47,91.35,0.13049188108444215,0.25926195645332334
7,97.01,92.25,0.11521866274476052,0.24677166223526
8,97.62,92.85,0.09706499300003052,0.22939338397979736
9,97.7,92.55,0.08938915877342224,0.22438919067382812
10,97.96,93.05,0.08263905547261238,0.2209060800075531
