epoch,train_acc,test_acc,train_loss,test_loss
1,89.95,85.55,0.5416636632919312,0.6693492045402527
2,92.77,88.75,0.45114254593849185,0.5709892897605896
3,94.26,90.75,0.41010646047592164,0.531069676399231
4,95.22,91.75,0.36921085090637207,0.4895238480567932
5,95.91,92.05,0.3460566837310791,0.46930775880813597
6,96.46,92.7,0.32690588941574095,0.44912121415138245
7,97.12,92.95,0.31177993757724765,0.437192195892334
8,97.6,93.4,0.3059632133960724,0.4278284320831299
9,97.91,93.45,0.29010881028175356,0.41927532172203064
10,98.03,93.6,0.2915504644155502,0.4184682354927063
