epoch,train_acc,test_acc,train_loss,test_loss
1,90.27,85.95,0.3362130203604698,0.4513574388027191
2,92.52,88.15,0.2669394686698914,0.3880553388595581
3,93.83,89.45,0.21201057727336883,0.3318665478229523
4,95.25,91.3,0.17301388069391252,0.3006982045173645
5,95.76,91.3,0.14720383107662202,0.27506202149391173
6,96.38,92.0,0.12799780008792877,0.256891522526741
7,96.98,92.45,0.11463580089807511,0.24094132328033446
8,97.42,92.6,0.09867528362870216,0.2306882631778717
9,97.82,93.05,0.08797979726791381,0.22109436345100403
10,98.0,92.7,0.0835161111831665,0.22332775568962096
