epoch,train_acc,test_acc,train_loss,test_loss
1,89.63,85.5,0.363333304977417,0.47020166182518003
2,92.16,87.55,0.2804176575183868,0.39387961220741274
3,93.68,89.5,0.22398156056404114,0.3398118119239807
4,94.83,90.55,0.19457529761195183,0.3186850874423981
5,95.41,90.75,0.1646038868188858,0.29772478103637695
6,95.84,90.9,0.1515210878252983,0.2811085822582245
7,96.79,91.65,0.12447857652902602,0.26120006799697876
8,97.29,92.2,0.10789648595452309,0.24696802020072936
9,97.47,91.75,0.09760606980323791,0.24376444613933562
10,97.91,92.7,0.08687994047999383,0.2353799240589142
