group,file,status,rows_before,rows_after,missing_before,missing_after,notes
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start0_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed1011.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed1213.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed123.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed1415.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed1617.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed1819.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed2021.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed42.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed456.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start1_seed789.csv,ok,2858,5715,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed1011.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed1213.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed123.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed1415.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed1617.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed1819.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed2021.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed42.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed456.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start2_seed789.csv,ok,4848,14542,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start3_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start4_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed1011.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed1213.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed123.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed1415.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed1617.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed1819.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed2021.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed42.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed456.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start5_seed789.csv,ok,648,648,0,0,imputed_only
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start6_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start8_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_Momentum_start9_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start0_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start1_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start2_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start3_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start4_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start5_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start6_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start8_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed1011.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed1213.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed123.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed1415.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed1617.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed1819.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed2021.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed42.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed456.csv,ok,4001,20000,0,0,continuous_axis_filled
adversarial,adversarial__from_robustness__Robustness_Rosenbrock_SGD_start9_seed789.csv,ok,4001,20000,0,0,continuous_axis_filled
analysis,convergence_column_backfill_report.csv,ok,2249,2249,0,0,imputed_only
analysis,convergence_rates.csv,ok,450,450,0,0,imputed_only
analysis,cross_experiment_aggregation.csv,ok,5,5,0,0,imputed_only
analysis,csv_quality_audit.csv,ok,2249,2249,3,0,imputed_only
analysis,csv_quality_audit_non_ok.csv,ok,344,344,3,0,imputed_only
analysis,csv_quality_audit_summary.csv,ok,4,4,0,0,imputed_only
analysis,plot_generation_skip_qc.csv,ok,13,13,0,0,imputed_only
analysis,png_quality_audit.csv,ok,91,91,0,0,imputed_only
analysis,png_quality_audit_summary.csv,ok,1,1,0,0,imputed_only
analysis,proposal_expectations_mapping.csv,ok,33,33,0,0,imputed_only
analysis,proposal_metric_expectations_audit.csv,ok,4,4,5,0,imputed_only
analysis,proposal_metric_expectations_summary.csv,ok,2,2,0,0,imputed_only
analysis,proposal_required_artifacts_audit.csv,ok,29,29,22,0,imputed_only
analysis,proposal_required_artifacts_summary.csv,ok,5,5,0,0,imputed_only
analysis,stale_generic_cleanup_report.csv,empty,0,0,0,0,
analysis,statistical_comparison_tests.csv,ok,66,66,66,0,imputed_only
batch_ablation,MNIST_batch_ablation_seeds42_123_456_789_1011_1213_1415_1617_1819_2021.csv,ok,60,60,0,0,imputed_only
beta_sensitivity_training,adam_beta1_beta2_grid_mnist.csv,ok,45,45,135,0,imputed_only
beta_sensitivity_training,adam_beta2_sensitivity_mnist.csv,ok,15,15,45,0,imputed_only
beta_sensitivity_training,adam_beta_sensitivity_mnist.csv,ok,15,15,0,0,imputed_only
beta_sensitivity_training,momentum_beta_sensitivity_mnist.csv,ok,20,20,0,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed1011.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed1213.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed123.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed1415.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed1617.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed1819.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed2021.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed42.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed456.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_AdaBound_seed789.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_Adam_seed1011.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_Adam_seed1213.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_Adam_seed123.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_Adam_seed1415.csv,ok,50,50,98,0,imputed_only
cifar10,CIFAR10_ResNet18_Adam_seed1617.csv,ok,50,50,98,0,imputed_only
