path,ok,rows,cols,na_cells,inf_cells,issue
experiments/init_ablation/InitAblation_kaiming_normal_SGD_Momentum_seed789.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed1011.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed1213.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed123.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed1415.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed1617.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed1819.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed2021.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed42.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed456.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_normal_SGD_seed789.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed1011.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed1213.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed123.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed1415.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed1617.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed1819.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed2021.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed42.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed456.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_AdamW_seed789.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed1011.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed1213.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed123.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed1415.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed1617.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed1819.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed2021.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed42.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed456.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_Adam_seed789.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1011.csv,True,10,5,0,0,
experiments/init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1213.csv,True,10,5,0,0,
