experiment,file,rows,seed,max_epoch,n_epoch_points,max_iter,n_iter_points
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_AdamW_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_Adam_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_Momentum_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_kaiming_uniform_SGD_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_AdamW_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed1011.csv,2,1011.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed1213.csv,2,1213.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed123.csv,2,123.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed1415.csv,2,1415.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed1617.csv,2,1617.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed1819.csv,2,1819.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed2021.csv,2,2021.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed42.csv,2,42.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed456.csv,2,456.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_Adam_seed789.csv,2,789.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_Momentum_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed1011.csv,2,1011.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed1213.csv,2,1213.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed123.csv,2,123.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed1415.csv,2,1415.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed1617.csv,2,1617.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed1819.csv,2,1819.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed2021.csv,2,2021.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed42.csv,2,42.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed456.csv,2,456.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_normal_small_SGD_seed789.csv,2,789.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_AdamW_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_Adam_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_Momentum_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_uniform_small_SGD_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_AdamW_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed1011.csv,2,1011.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed1213.csv,2,1213.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed123.csv,2,123.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed1415.csv,2,1415.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed1617.csv,2,1617.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed1819.csv,2,1819.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed2021.csv,2,2021.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed42.csv,2,42.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed456.csv,2,456.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_Adam_seed789.csv,2,789.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_Momentum_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed1011.csv,2,1011.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed1213.csv,2,1213.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed123.csv,2,123.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed1415.csv,2,1415.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed1617.csv,2,1617.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed1819.csv,2,1819.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed2021.csv,2,2021.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed42.csv,2,42.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed456.csv,2,456.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_normal_SGD_seed789.csv,2,789.0,2.0,2.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_AdamW_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_Adam_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_Momentum_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed1011.csv,10,1011.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed1213.csv,10,1213.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed123.csv,10,123.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed1415.csv,10,1415.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed1617.csv,10,1617.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed1819.csv,10,1819.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed2021.csv,10,2021.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed42.csv,10,42.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed456.csv,10,456.0,10.0,10.0,,
init_ablation,init_ablation/InitAblation_xavier_uniform_SGD_seed789.csv,10,789.0,10.0,10.0,,
init_ablation,init_ablation/initialization_ablation_summary.csv,6,,1.0,5.0,,
label_noise,label_noise/label_noise_results_cifar10_resnet18.csv,200,,49.0,50.0,,
label_noise,label_noise/label_noise_results_mnist_mlp.csv,8,,1.0,2.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed1011.csv,2351,1011.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed1213.csv,2351,1213.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed123.csv,2351,123.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed1415.csv,2351,1415.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed1617.csv,2351,1617.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed1819.csv,2351,1819.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed2021.csv,2351,2021.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed42.csv,2351,42.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed456.csv,2351,456.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-02_seed789.csv,2351,789.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed1011.csv,2351,1011.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed1213.csv,2351,1213.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed123.csv,2351,123.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed1415.csv,2351,1415.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed1617.csv,2351,1617.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed1819.csv,2351,1819.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed2021.csv,2351,2021.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed42.csv,2351,42.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed456.csv,2351,456.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-03_seed789.csv,2351,789.0,5.0,5.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed1011.csv,4701,1011.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed1213.csv,4701,1213.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed123.csv,4701,123.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed1415.csv,4701,1415.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed1617.csv,4701,1617.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed1819.csv,4701,1819.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed2021.csv,4701,2021.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed42.csv,4701,42.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed456.csv,4701,456.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr1.0e-04_seed789.csv,4701,789.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed1011.csv,4701,1011.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed1213.csv,4701,1213.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed123.csv,4701,123.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed1415.csv,4701,1415.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed1617.csv,4701,1617.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed1819.csv,4701,1819.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed2021.csv,4701,2021.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed42.csv,4701,42.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed456.csv,4701,456.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-02_seed789.csv,4701,789.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed1011.csv,4701,1011.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed1213.csv,4701,1213.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed123.csv,4701,123.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed1415.csv,4701,1415.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed1617.csv,4701,1617.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed1819.csv,4701,1819.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed2021.csv,4701,2021.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed42.csv,4701,42.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed456.csv,4701,456.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-03_seed789.csv,4701,789.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-04_seed1011.csv,4701,1011.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-04_seed1213.csv,4701,1213.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-04_seed123.csv,4701,123.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-04_seed1415.csv,4701,1415.0,10.0,10.0,,
lr_ablation,lr_ablation/SGD_lr3.0e-04_seed1617.csv,4701,1617.0,10.0,10.0,,
