path,bytes,sha1,w,h,mean,std,p01,p99,dyn,content_ratio,status
results_proposal_full_20260223_v2/visualizations/static/2d_optimization/2d_rosenbrock_grad_norm_convergence.png,291298,9258dd1c60c2ef5be74733baa1356351f4e20be6,2952,1752,243.1320037841797,24.792404174804688,133.0,255.0,122.0,0.33184142629097524,ok
results_proposal_full_20260223_v2/visualizations/static/2d_optimization/2d_rosenbrock_loss_convergence.png,358417,5a63a5bd2bb0f60a6cb4a53b2ba6baa4697de461,2952,1752,229.80661010742188,27.722864151000977,133.0,255.0,122.0,0.7268516584994618,ok
results_proposal_full_20260223_v2/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,159011,529830d1dfe3001a38b8a3f56a6f5aa9591e082a,2352,2052,251.73956298828125,20.63116455078125,151.0,255.0,104.0,0.04487305399742743,ok
results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_convergence_profile.png,179232,39a18cf67d24f734a414a4cd243a91746fee495f,2952,1752,250.6761932373047,24.364463806152344,133.0,255.0,122.0,0.04976658499461707,ok
results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_convergence_rate.png,139335,cbf0231cb5287d943551a83993aa2c505a383af4,2652,1452,240.97889709472656,37.45378875732422,38.0,255.0,217.0,0.16026913520229027,ok
results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_convergence_rate_strict.png,137576,8feb5aadc6dd8088ef12f1066ef7c984d1bab2bb,2652,1452,246.92645263671875,31.656551361083984,39.0,255.0,216.0,0.0902286958436691,ok
results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_final_loss_by_optimizer.png,117098,de00d5ae28ae644bfdf6b6c6674179c4325a38fd,2652,1452,234.34292602539062,40.32628631591797,43.0,255.0,212.0,0.24606175909651845,ok
results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_iterations_by_optimizer.png,111539,77e6bc930043d5ef230dc94d300dafedf7b0acc7,2652,1452,203.2672882080078,59.0161018371582,38.0,255.0,217.0,0.46128292384976877,ok
results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_loss_convergence.png,431568,3de3fa9a51152a007c8ab7abb7f70fb7d856fde9,2952,1752,224.96910095214844,32.5423698425293,133.0,255.0,122.0,0.8970543536770984,ok
results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_convergence_rate.png,124875,c6778397c6364234c68dde5516c70c5c29ac8e6e,2352,1452,236.3401336669922,43.320655822753906,39.0,255.0,216.0,0.18815005340979368,ok
results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,114083,7f9e14016c143649daa3d52c61eb697127709a06,2352,1452,225.72706604003906,41.576385498046875,55.0,255.0,200.0,0.38793313468638146,ok
results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_grad_norm_convergence.png,244651,3accc671694d721e3ce631e264acaabfea3636f5,2952,1752,244.24917602539062,34.9581298828125,133.0,255.0,122.0,0.10931718763534667,ok
results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_iterations_to_convergence.png,134340,c1df66639bff9f828a4530e1f864de549eb70b41,2352,1452,245.13156127929688,36.22254943847656,39.0,255.0,216.0,0.09817387698881205,ok
results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_loss_convergence.png,315964,cc97b6e96297e0d607de8a545482c74160d4ab5d,2952,1752,215.74810791015625,47.816749572753906,133.0,255.0,122.0,0.8843578689782332,ok
results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_start_point_sensitivity.png,355341,7e5c02240cd24cac26b468b2b9262870928bf7f3,2952,1752,248.58929443359375,27.78404998779297,133.0,255.0,122.0,0.07079307736570517,ok
results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_all_metrics.png,306742,3b4c5ad702c24d21f5f8378121f102c8a8411a30,5952,1476,250.74639892578125,24.156429290771484,102.0,255.0,153.0,0.0610758925969636,ok
results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_rho_sweep.png,126198,359e21339fee88516cc25916a1f662b7e25ef52f,2652,1452,250.75799560546875,25.10657501220703,104.0,255.0,151.0,0.05532520806584978,ok
results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_test_accuracy_by_epoch.png,328456,9823f2137b0a0e4e28f56962f7a07872c592b5f9,2952,1752,249.46237182617188,24.349323272705078,133.0,255.0,122.0,0.08655477750553761,ok
results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_train_loss_by_epoch.png,174003,e5a6e23cad1ef828b4efe4aaf8fd602a190a833f,2952,1752,251.5991668701172,20.76993179321289,136.0,255.0,119.0,0.04431366088775043,ok
results_proposal_full_20260223_v2/experiments/2d_visualization/adam_beta_trajectories_rosenbrock.png,405640,a33390524cad986f3e0dbf0c9225722ba4ec38a6,1484,1185,201.94400024414062,37.51677703857422,31.0,255.0,224.0,0.41698681861089315,ok
results_proposal_full_20260223_v2/experiments/2d_visualization/momentum_beta_trajectories_rosenbrock.png,429505,86a7954c847ab6637dfdf91fdf542e8963a2a797,1484,1185,201.96939086914062,37.18782424926758,32.0,255.0,223.0,0.42069955758754424,ok
results_proposal_full_20260223_v2/experiments/2d_visualization/optimizer_comparison_rosenbrock.png,408891,32e498a94ad026682dfe4bc7cdb93ad1ad7722af,1484,1185,202.40463256835938,35.83595275878906,42.0,255.0,213.0,0.4140116232784014,ok
results_proposal_full_20260223_v2/experiments/adam_adamw_comparison/adam_l2_vs_adamw_comparison.png,109746,ad9ae012b59f1ea17d66cad465f2f61adb2bb24b,2100,750,250.5149383544922,25.865999221801758,66.0,255.0,189.0,0.04733079365079365,ok
results_proposal_full_20260223_v2/experiments/convergence_validation/convergence_rate_comparison.png,207610,0db4010a92faa6feed5861f61f5aca32410ce5b8,2100,750,248.86508178710938,24.760746002197266,141.0,255.0,114.0,0.10387873015873016,ok
results_proposal_full_20260223_v2/experiments/hyperparameter_heatmaps/adam_beta_heatmap.png,172234,0f65adb3ff403ce8e99827d5f753d5d01e81a435,3365,2364,105.61124420166016,105.09597778320312,30.0,255.0,225.0,0.3631855243209811,ok
results_proposal_full_20260223_v2/experiments/hyperparameter_heatmaps/momentum_beta_heatmap.png,177113,91f5467507f04542c3a60cb9e1e5116dd1dcb8b3,3373,2364,109.91704559326172,105.01569366455078,30.0,255.0,225.0,0.40217728823949317,ok
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/adam_beta_sweep_2d_rosenbrock.png,145900,3664bac10ddf311cfc9239a3615fee6d5b4d5f46,2100,1800,160.13507080078125,86.9598388671875,30.0,255.0,225.0,0.986655291005291,ok
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/momentum_beta_sweep_ackley.png,184371,5e36f4c2e57457a8f0aa778f2eb1f390c49e3ae1,2250,1500,251.059326171875,23.841447830200195,79.0,255.0,176.0,0.05726725925925926,ok
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/momentum_beta_sweep_rosenbrock.png,188916,f1f182c7f47878b4a32c919de3b9d2dec54511dd,2250,1500,251.11280822753906,23.959022521972656,76.0,255.0,179.0,0.05576444444444444,ok
results_proposal_full_20260223_v2/experiments/saddle_escape/saddle_point_escape_comparison.png,574037,ee0a13b3379c2a405fc55da850da0b8a5059161d,4166,3565,243.02142333984375,39.33841323852539,0.0,255.0,255.0,0.11163846243449443,ok
results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/accuracy_comparison.png,210493,7a7f250f339349d86aad38203600e3031b3ef223,3564,1769,212.44078063964844,50.409366607666016,0.0,255.0,255.0,0.4743905990372921,ok
results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/accuracy_distribution.png,197188,9360ae858e1960ff484bc0b69665d60e3bb5bb9e,4164,1769,218.8782196044922,43.650577545166016,1.0,255.0,254.0,0.47073274436623047,ok
results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/feature_heatmap.png,204292,57a1f242b1ad1c5dc673d7e7ba7f2320510b1656,2963,2360,180.19154357910156,61.638221740722656,0.0,255.0,255.0,0.8335536589690934,ok
results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/summary_table.png,230532,3e3fc1c693f3cdb770ee3f51648f33889d361d72,3315,2036,236.93455505371094,42.765987396240234,0.0,255.0,255.0,0.4397994470570456,ok
results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/training_time.png,200715,e17e4676d292c4e00b98afc9f05b8a1cde70d87b,3564,1769,243.86045837402344,39.20814895629883,0.0,255.0,255.0,0.1050543751693177,ok
results_proposal_full_20260223/visualizations/2d_training_results.png,348084,f30bd9a99adf0a60e6d8db47c478f03b0e2732a8,4170,2955,251.6530303955078,19.764080047607422,165.0,255.0,90.0,0.05401696916578412,ok
results_proposal_full_20260223/visualizations/mnist_training_results.png,624002,cdebbe8f55f84cb378eac99c8a4d7357d7f2e066,4170,2955,239.7081298828125,33.639678955078125,146.0,255.0,109.0,0.21010310533299248,ok
results_proposal_full_20260223/visualizations/other_training_results.png,314592,5bf4172ad8a787fbfebea0af2f1f9e39df4d7c14,4170,2955,245.7029571533203,27.649311065673828,166.0,255.0,89.0,0.1399745178476508,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_convergence_rate_by_optimizer.png,158377,cb94894be48b23c73e61fa2905ab6860318be98d,3354,1452,246.75857543945312,30.520498275756836,38.0,255.0,217.0,0.10096246248466122,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_convergence_rate_strict_by_optimizer.png,146101,d2bf061ebdf43d728d777778ce8d8540a60df0e2,3224,1752,217.6076202392578,55.25322723388672,38.0,255.0,217.0,0.35343726276669274,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_final_loss_by_optimizer.png,129558,148b1dbbcf2a560950f851fe78a5092ee907b13a,2952,1752,230.0540313720703,48.75339889526367,38.0,255.0,217.0,0.23676135519916844,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rastrigin_grad_norm_convergence.png,307874,6554b256637aed13b56154eb7039a7f4b7cffe7a,2952,1752,248.57411193847656,24.0977783203125,133.0,255.0,122.0,0.13765568734454467,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rastrigin_loss_convergence.png,97995,1d483963f47acbca92a3776ce8accd80421cbc29,2952,1752,226.28842163085938,30.841604232788086,138.0,255.0,117.0,0.9198786365717538,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rastrigin_trajectory_overlay.png,187931,13baf68378c12bbf4e63620d30035351c7f16eac,2350,2052,251.38516235351562,21.75789451599121,140.0,255.0,115.0,0.046544523246650905,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_grad_norm_convergence.png,213683,fc2ba85c1996a5eb770547d7486e3e251a47b08e,2952,1752,247.87445068359375,23.785890579223633,133.0,255.0,122.0,0.1619886989395008,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_loss_convergence.png,156188,5fef066f00fdb4bc5c2ebaa3b3d21f342488b67d,2952,1752,246.11663818359375,24.827442169189453,133.0,255.0,122.0,0.18256700047023303,ok
results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,119023,87e3a87f3b82c21fe73bff1c7052f7acb194c780,2352,2052,252.50009155273438,18.824949264526367,136.0,255.0,119.0,0.03596955351341316,ok
results_proposal_full_20260223/visualizations/static/ablation/ablation_convergence_rate.png,122522,77501ac85e227cdce1540dbf35cbf437ad3c665f,2652,1452,226.69163513183594,44.252994537353516,39.0,255.0,216.0,0.3353885419393441,ok
results_proposal_full_20260223/visualizations/static/ablation/ablation_final_loss_by_optimizer.png,119921,6a690986b6dc381de87cc6e601762d64c2ca516e,2652,1452,234.21200561523438,40.485965728759766,40.0,255.0,215.0,0.2489562947450648,ok
results_proposal_full_20260223/visualizations/static/ablation/ablation_iterations_by_optimizer.png,110974,dbe736a89cb378fda38c33cdb22a4936827f6978,2652,1452,208.38711547851562,57.792930603027344,39.0,255.0,216.0,0.41897845173246245,ok
results_proposal_full_20260223/visualizations/static/ablation/ablation_loss_convergence.png,195660,59303aff026584aa0d644d1afd157c0c6d51d2c9,2952,1752,251.12130737304688,22.34623908996582,133.0,255.0,122.0,0.05126564607541052,ok
results_proposal_full_20260223/visualizations/static/robustness/robustness_convergence_rate.png,122163,d443c3c96c0a1ba8d8881aa6c752d8eba3b05b4a,2352,1452,237.8550262451172,41.532691955566406,39.0,255.0,216.0,0.17844141788946985,ok
results_proposal_full_20260223/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,125387,9e98e5fb1ef7a6db2f7accba83ec68f491bdad12,2352,1452,230.02919006347656,40.572696685791016,55.0,255.0,200.0,0.3316789181237233,ok
results_proposal_full_20260223/visualizations/static/robustness/robustness_grad_norm_convergence.png,175040,7d7975852d3064c8ecdd36be22a50526cf5e01f7,2952,1752,250.888671875,23.429828643798828,136.0,255.0,119.0,0.05176430188959424,ok
results_proposal_full_20260223/visualizations/static/robustness/robustness_iterations_to_convergence.png,123123,06f8329af08900368aa73667204ecf2413072f9b,2352,1452,244.17530822753906,35.665714263916016,40.0,255.0,215.0,0.1106789134386537,ok
results_proposal_full_20260223/visualizations/static/robustness/robustness_loss_convergence.png,328766,08af6c40c27f733a415cb644a84a28436c34d4e3,2952,1752,221.5686798095703,41.417999267578125,133.0,255.0,122.0,0.6426967708604027,ok
results_proposal_full_20260223/visualizations/static/robustness/robustness_start_point_sensitivity.png,195040,009c817eabe774be5f49ff1994f1ffc71c68276e,2952,1752,250.7020263671875,23.7419376373291,136.0,255.0,119.0,0.050139948459986886,ok
results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_all_metrics.png,271759,d3a03ab64932c00bf402be61301a94af083c3a25,5952,1476,250.53143310546875,24.3942928314209,127.0,255.0,128.0,0.0607859716029956,ok
results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_rho_sweep.png,123781,f90edc18e1a99ecd4228315450dd080e8491553e,2652,1452,250.2611846923828,26.571918487548828,89.0,255.0,166.0,0.055252494089392486,ok
results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_test_accuracy_by_epoch.png,380938,0a59f9057a7076d831d639f34b516a5b9fb74a30,2952,1752,247.8863525390625,25.721237182617188,136.0,255.0,119.0,0.12106895255596392,ok
results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_train_loss_by_epoch.png,288921,b836c9794be3116f580782c8b21bf4909b460f93,2952,1752,250.957763671875,22.134244918823242,136.0,255.0,119.0,0.057890672371335584,ok
results/visualizations/2d_training_results.png,267747,ac873bbbec3ae27da100799a7e1438e054a970ad,4170,2955,252.11195373535156,19.189878463745117,153.0,255.0,102.0,0.0425538959695188,ok
results/visualizations/mnist_training_results.png,316015,4df7ff597e264e51e0baffbed2e56533f148649c,4170,2955,252.2529296875,18.856088638305664,173.0,255.0,82.0,0.041222088319192364,ok
results/visualizations/2d_trajectories/adam_beta_trajectories_rosenbrock.png,405640,a33390524cad986f3e0dbf0c9225722ba4ec38a6,1484,1185,201.94400024414062,37.51677703857422,31.0,255.0,224.0,0.41698681861089315,ok
results/visualizations/2d_trajectories/momentum_beta_trajectories_rosenbrock.png,429505,86a7954c847ab6637dfdf91fdf542e8963a2a797,1484,1185,201.96939086914062,37.18782424926758,32.0,255.0,223.0,0.42069955758754424,ok
results/visualizations/2d_trajectories/optimizer_comparison_rosenbrock.png,408891,32e498a94ad026682dfe4bc7cdb93ad1ad7722af,1484,1185,202.40463256835938,35.83595275878906,42.0,255.0,213.0,0.4140116232784014,ok
results/visualizations/static/2d_optimization/2d_optimization_train_loss.png,151293,8b769a6740d89681b9f86e7b2a2648dbba43a4c3,2952,1752,248.81692504882812,24.014734268188477,133.0,255.0,122.0,0.10580242788729258,ok
results/visualizations/static/robustness/robustness_convergence_rate.png,128487,e94f57e9878726230d84cd9e9bcd073d89e976db,2352,1452,227.39984130859375,47.00910568237305,38.0,255.0,217.0,0.29668261932872325,ok
results/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,127391,9c84ff67dc5cb96448218bf1c2ae0f32467489fa,2352,1452,245.34751892089844,33.86127853393555,39.0,255.0,216.0,0.11767167266355578,ok
results/visualizations/static/robustness/robustness_iterations_to_convergence.png,140509,271fe615f438fd6d9b71d6ef494ae345c029ca30,2352,1452,243.04855346679688,38.42469787597656,39.0,255.0,216.0,0.11998053353572834,ok
results/visualizations/static/sam_sensitivity/sam_rho_sweep.png,111102,3eeea5a5094fe9b8f8ff330de6c9e35c557e40c4,2652,1452,250.8671417236328,24.88236427307129,118.0,255.0,137.0,0.049712468161666024,ok
results/beta_sensitivity_2d/saddle_point/adam/adam_heatmaps.png,157052,ed227a280e5850b291f8e59501e46527c444ee67,2059,1780,176.96697998046875,85.4430923461914,54.0,255.0,201.0,0.9581562992834964,ok
results/beta_sensitivity_2d/rosenbrock/momentum/momentum_metrics.png,183957,1fb378378e7c3e3e27ceea2417245d3e060873e9,2681,1480,249.17811584472656,33.52402877807617,42.0,255.0,213.0,0.047847717168865996,ok
results/beta_sensitivity_2d/rosenbrock/momentum/momentum_trajectories.png,176721,ed994ee90ad77dde70b513a54779b4992c4dd29f,2684,1782,250.48300170898438,28.71112823486328,42.0,255.0,213.0,0.043294762494961204,ok
