path,size_bytes,ok,width,height,channels,std,entropy,edge_density,nonwhite_ratio,md5,issue,optimizer
adam_adamw_comparison/adam_l2_vs_adamw_comparison.png,109746,True,2100,750,3,25.864633560180664,0.5813995309328159,0.0526114285714285,0.0466647619047619,1c828a0fddce57818178d2e6d6906d2d,low_entropy,Unknown
analysis/png_contact_sheets/sheet_01.png,432188,True,1600,1310,3,35.41176223754883,3.114405402306086,0.1601016221374046,0.2090939885496183,32836c9ff6c08d6db4b1aac2f51b789c,,Unknown
analysis/png_contact_sheets/sheet_02.png,401861,True,1600,1310,3,36.035194396972656,3.155336032580448,0.1548625954198473,0.237155534351145,e96bf4b5aaaa2206229b179fe0659894,,Unknown
analysis/png_contact_sheets/sheet_03.png,504601,True,1600,1310,3,65.03851318359375,3.6178491535583808,0.1705844465648855,0.3115338740458015,8d17b64119cd1de3e07d900f1abd8dab,,Unknown
analysis/png_contact_sheets/sheet_04.png,404551,True,1600,1310,3,33.90496826171875,2.939005082299936,0.150893606870229,0.1970081106870229,b78bf25602963c3593056b0d9fc38928,,Unknown
analysis/png_contact_sheets/sheet_05.png,80082,True,1600,262,3,22.94683837890625,2.8832704192120597,0.1258039122137404,0.1992223282442748,215989167c386253e64e1a7bdd67ab56,,Unknown
experiments/2d_visualization/adam_beta_trajectories_rosenbrock.png,405640,True,1484,1185,3,37.55615234375,3.787275579423743,0.0879752521978459,0.8075750338348857,b01537aca42a556b4cabfec12192f454,,Unknown
experiments/2d_visualization/momentum_beta_trajectories_rosenbrock.png,429505,True,1484,1185,3,37.221004486083984,3.821517274261404,0.0897574123989218,0.8073669066384614,68c342b9319158cc9be46171d3534c9a,,Unknown
experiments/2d_visualization/optimizer_comparison_rosenbrock.png,408891,True,1484,1185,3,35.8751220703125,3.7641431992499657,0.0851968109909356,0.8053078121623619,44751f27889d672eb24c839a16c1d033,,Unknown
experiments/adam_adamw_comparison/adam_l2_vs_adamw_comparison.png,109746,True,2100,750,3,25.864633560180664,0.5813995309328159,0.0526114285714285,0.0466647619047619,1c828a0fddce57818178d2e6d6906d2d,low_entropy,Unknown
experiments/advanced_ablation/visualizations/accuracy_comparison.png,210493,True,3564,1769,3,50.37703704833984,2.0572869367315403,0.0324734690666478,0.4710967155380194,bfd620e4636239f39768d7c9b08c2379,,Unknown
experiments/advanced_ablation/visualizations/accuracy_distribution.png,197188,True,4164,1769,3,43.68546295166016,2.004192991004986,0.0256654931852824,0.4689022002911711,a096a76582daff714295f569a45df777,,Unknown
experiments/advanced_ablation/visualizations/feature_heatmap.png,204292,True,2963,2360,3,61.551753997802734,1.8091566898177804,0.0164038680448697,0.613839901153778,304875e7254ecb9171c2cad67352ae7b,low_entropy,Unknown
experiments/advanced_ablation/visualizations/summary_table.png,230532,True,3315,2036,3,42.79314804077149,2.130291284326527,0.0400963649779089,0.4397520350137939,998821341e2c0d24910311e9e668e0d3,,Unknown
experiments/advanced_ablation/visualizations/training_time.png,200715,True,3564,1769,3,39.21231460571289,0.8952001824586736,0.0292271689953996,0.1049103559938306,d65f6123e61d89f74b0c197257f978f2,low_entropy,Unknown
experiments/convergence_validation/convergence_rate_comparison.png,207610,True,2100,750,3,24.73636817932129,1.0384624252111192,0.0954996825396825,0.1026990476190476,ca8fd2fe603ad41c406eae47fb19cc37,low_entropy,Unknown
experiments/hyperparam_sensitivity/adam_beta_sweep_2d_rosenbrock.png,145900,True,2100,1800,3,86.84684753417969,4.083018272278076,0.0586984126984127,0.6205026455026456,bdf6fc7998b8cd2d546d13cb3825c6e4,,Unknown
experiments/hyperparam_sensitivity/momentum_beta_sweep_ackley.png,184371,True,2250,1500,3,23.84235954284668,0.5561783287685809,0.0601961481481481,0.0569798518518518,137a9b24cd82a36a79573440c10d1803,low_entropy,Unknown
experiments/hyperparam_sensitivity/momentum_beta_sweep_rosenbrock.png,188916,True,2250,1500,3,23.95729255676269,0.5408469211506941,0.0601724444444444,0.0554906666666666,5740e96cb88b71ce845e946fae4e8cdd,low_entropy,Unknown
experiments/hyperparameter_heatmaps/adam_beta_heatmap.png,243427,True,4420,2072,3,79.99903869628906,2.0484559979083423,0.0175693146281381,0.5522339445133563,d9462dccfc13ce02c534a86ecb96abf4,,Unknown
experiments/hyperparameter_heatmaps/momentum_beta_heatmap.png,254614,True,4427,2072,3,79.86275482177734,2.199165287160521,0.0197118768385992,0.5245125122863998,25e21891e62dca4a59262c09aee0a64a,,Unknown
experiments/saddle_escape/saddle_point_escape_comparison.png,574037,True,4166,3565,3,39.3922004699707,0.9422272942123596,0.0335506359839453,0.1113468477537051,250b535f6b6f3d572ab64370dd4259f8,low_entropy,Unknown
hyperparameter_heatmaps/adam_beta_heatmap.png,243427,True,4420,2072,3,79.99903869628906,2.0484559979083423,0.0175693146281381,0.5522339445133563,d9462dccfc13ce02c534a86ecb96abf4,,Unknown
hyperparameter_heatmaps/momentum_beta_heatmap.png,254614,True,4427,2072,3,79.86275482177734,2.199165287160521,0.0197118768385992,0.5245125122863998,25e21891e62dca4a59262c09aee0a64a,,Unknown
visualizations/2d_training_results.png,981727,True,4170,2955,3,24.8523006439209,1.1296248220748686,0.0567571120768359,0.0953067393800695,c5c0b5bbfb964640788e2f0a94c60fa0,low_entropy,Unknown
visualizations/2d_trajectories/adam_beta_trajectories_rosenbrock.png,405640,True,1484,1185,3,37.55615234375,3.787275579423743,0.0879752521978459,0.8075750338348857,b01537aca42a556b4cabfec12192f454,,Unknown
visualizations/2d_trajectories/momentum_beta_trajectories_rosenbrock.png,429505,True,1484,1185,3,37.221004486083984,3.821517274261404,0.0897574123989218,0.8073669066384614,68c342b9319158cc9be46171d3534c9a,,Unknown
visualizations/2d_trajectories/optimizer_comparison_rosenbrock.png,408891,True,1484,1185,3,35.8751220703125,3.7641431992499657,0.0851968109909356,0.8053078121623619,44751f27889d672eb24c839a16c1d033,,Unknown
visualizations/mnist_training_results.png,495938,True,4170,2955,3,33.24439239501953,1.2066598754721316,0.033970955215523,0.1962753046293929,4ab728eb882c884a281610f4faec4e3e,low_entropy,Unknown
visualizations/other_training_results.png,419121,True,4170,2955,3,35.180850982666016,1.626572811813522,0.033657865585704,0.255852901435197,0816f99ff5e41b2fdff2739668ce03e4,low_entropy,Unknown
visualizations/static/2d_optimization/2d_convergence_profile_by_threshold.png,147118,True,2952,1575,3,26.01656723022461,0.6285966774472144,0.0355768486256291,0.0518068998150298,e2a05204b7e3cdc398dd69d016cbcaad,low_entropy,Unknown
visualizations/static/2d_optimization/2d_convergence_rate_by_optimizer.png,158377,True,3354,1452,3,30.51761817932129,1.6584770319852953,0.018460749961807,0.0988795090275005,6313653a71c65985d563bb0e3f053435,low_entropy,Unknown
