root,path,name,hash,bytes,optimizer
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_loss_convergence.png,ablation_loss_convergence.png,7e8b2639e56c9bbe256137548bafa69d,431568,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_convergence_rate.png,robustness_convergence_rate.png,db84f1dfc79fea33b9d56778f9949200,124875,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,robustness_final_loss_by_optimizer.png,67d4c4186cfc344d769e93fc080fbbb3,114083,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_grad_norm_convergence.png,robustness_grad_norm_convergence.png,3b2c42e5702b3139ce300e209603da14,244651,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_iterations_to_convergence.png,robustness_iterations_to_convergence.png,ee441eaa933fd2e41ab69ea0b14aa295,134340,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_loss_convergence.png,robustness_loss_convergence.png,56b38006ff40115c8cd87ca9d7617352,315964,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_start_point_sensitivity.png,robustness_start_point_sensitivity.png,f22e921f2824be303be25a964dad7063,355341,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_all_metrics.png,sam_all_metrics.png,6cfe0d70ec1e2c0ad841f629dad8082b,306742,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_rho_sweep.png,sam_rho_sweep.png,87beed5f6998e97dc06167f2bc9e0e15,126198,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_test_accuracy_by_epoch.png,sam_test_accuracy_by_epoch.png,794c2f15bb54db7c16da30bb0dbc4796,328456,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_train_loss_by_epoch.png,sam_train_loss_by_epoch.png,99410d26367551451bc7add8c37fabad,174003,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/2d_visualization/adam_beta_trajectories_rosenbrock.png,adam_beta_trajectories_rosenbrock.png,b01537aca42a556b4cabfec12192f454,405640,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/2d_visualization/momentum_beta_trajectories_rosenbrock.png,momentum_beta_trajectories_rosenbrock.png,68c342b9319158cc9be46171d3534c9a,429505,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/2d_visualization/optimizer_comparison_rosenbrock.png,optimizer_comparison_rosenbrock.png,44751f27889d672eb24c839a16c1d033,408891,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/adam_adamw_comparison/adam_l2_vs_adamw_comparison.png,adam_l2_vs_adamw_comparison.png,1c828a0fddce57818178d2e6d6906d2d,109746,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/convergence_validation/convergence_rate_comparison.png,convergence_rate_comparison.png,ca8fd2fe603ad41c406eae47fb19cc37,207610,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/hyperparameter_heatmaps/adam_beta_heatmap.png,adam_beta_heatmap.png,d9462dccfc13ce02c534a86ecb96abf4,243427,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/hyperparameter_heatmaps/momentum_beta_heatmap.png,momentum_beta_heatmap.png,25e21891e62dca4a59262c09aee0a64a,254614,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/adam_beta_sweep_2d_rosenbrock.png,adam_beta_sweep_2d_rosenbrock.png,bdf6fc7998b8cd2d546d13cb3825c6e4,145900,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/momentum_beta_sweep_ackley.png,momentum_beta_sweep_ackley.png,137a9b24cd82a36a79573440c10d1803,184371,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/momentum_beta_sweep_rosenbrock.png,momentum_beta_sweep_rosenbrock.png,5740e96cb88b71ce845e946fae4e8cdd,188916,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/saddle_escape/saddle_point_escape_comparison.png,saddle_point_escape_comparison.png,250b535f6b6f3d572ab64370dd4259f8,574037,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/accuracy_comparison.png,accuracy_comparison.png,bfd620e4636239f39768d7c9b08c2379,210493,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/accuracy_distribution.png,accuracy_distribution.png,a096a76582daff714295f569a45df777,197188,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/feature_heatmap.png,feature_heatmap.png,304875e7254ecb9171c2cad67352ae7b,204292,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/summary_table.png,summary_table.png,998821341e2c0d24910311e9e668e0d3,230532,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/experiments/advanced_ablation/visualizations/training_time.png,training_time.png,d65f6123e61d89f74b0c197257f978f2,200715,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/analysis/png_contact_sheets/sheet_01.png,sheet_01.png,32836c9ff6c08d6db4b1aac2f51b789c,432188,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/analysis/png_contact_sheets/sheet_02.png,sheet_02.png,e96bf4b5aaaa2206229b179fe0659894,401861,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/analysis/png_contact_sheets/sheet_03.png,sheet_03.png,8d17b64119cd1de3e07d900f1abd8dab,504601,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/analysis/png_contact_sheets/sheet_04.png,sheet_04.png,b78bf25602963c3593056b0d9fc38928,404551,Unknown
results_proposal_full_20260223_v2,results_proposal_full_20260223_v2/analysis/png_contact_sheets/sheet_05.png,sheet_05.png,215989167c386253e64e1a7bdd67ab56,80082,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/2d_training_results.png,2d_training_results.png,1e09cfa81916b2fe6cee5b16d847383d,348084,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/mnist_training_results.png,mnist_training_results.png,ab3a1c7a810449044be78860df409df0,624002,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/other_training_results.png,other_training_results.png,c9c5901713459531eabc39f19cda9dd0,314592,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_convergence_rate_by_optimizer.png,2d_convergence_rate_by_optimizer.png,6313653a71c65985d563bb0e3f053435,158377,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_convergence_rate_strict_by_optimizer.png,2d_convergence_rate_strict_by_optimizer.png,f7144465665159299a1a442903ae566c,146101,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_final_loss_by_optimizer.png,2d_final_loss_by_optimizer.png,1cb312a1854cc3f792f4ae0cf67161f1,129558,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rastrigin_grad_norm_convergence.png,2d_rastrigin_grad_norm_convergence.png,09f66ae98a3072b354a2caa43d3e494d,307874,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rastrigin_loss_convergence.png,2d_rastrigin_loss_convergence.png,7083d4570959477663e3ecb9cef41ca1,97995,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rastrigin_trajectory_overlay.png,2d_rastrigin_trajectory_overlay.png,2fa11aa9341364300f4e8a2e3fd77597,187931,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_grad_norm_convergence.png,2d_rosenbrock_grad_norm_convergence.png,73ed81676c756e6c092859497308f4d9,213683,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_loss_convergence.png,2d_rosenbrock_loss_convergence.png,c91e72af204c3ad24ad426d55c5ac631,156188,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,2d_rosenbrock_trajectory_overlay.png,995aea0b58774a6a327a15c99eeea8d7,119023,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/ablation/ablation_convergence_rate.png,ablation_convergence_rate.png,22150e099e696148605917d29cbcfdb2,122522,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/ablation/ablation_final_loss_by_optimizer.png,ablation_final_loss_by_optimizer.png,74c70af27e76b4b234600ab5646d6425,119921,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/ablation/ablation_iterations_by_optimizer.png,ablation_iterations_by_optimizer.png,77b7c49affb2b9512187c547181d5891,110974,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/ablation/ablation_loss_convergence.png,ablation_loss_convergence.png,14967142f97df626123a9da7558305ef,195660,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/robustness/robustness_convergence_rate.png,robustness_convergence_rate.png,da6dc4b302bc68f5982b7b780c084bf3,122163,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,robustness_final_loss_by_optimizer.png,5de4b87f16b8ab166aedd407e48c08d8,125387,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/robustness/robustness_grad_norm_convergence.png,robustness_grad_norm_convergence.png,55affe3d9bffe6ad3019d88d2e464cbe,175040,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/robustness/robustness_iterations_to_convergence.png,robustness_iterations_to_convergence.png,40166beba50ff26aed40b309226bf999,123123,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/robustness/robustness_loss_convergence.png,robustness_loss_convergence.png,a8aabe14f06e47cd47611c43e1c2ccbd,328766,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/robustness/robustness_start_point_sensitivity.png,robustness_start_point_sensitivity.png,c79127a295e9966469cc5e5c30576b63,195040,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_all_metrics.png,sam_all_metrics.png,ba32a3d432e76dc1fa5c50afffddde32,271759,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_rho_sweep.png,sam_rho_sweep.png,758b8519099971d7734b9b20e2e8bcc5,123781,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_test_accuracy_by_epoch.png,sam_test_accuracy_by_epoch.png,add341b42e36d02f403f23a184a31752,380938,Unknown
results_proposal_full_20260223,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_train_loss_by_epoch.png,sam_train_loss_by_epoch.png,6b1d09e3440409c5b67095e275308f8c,288921,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/convergence_validation/convergence_rate_comparison.png,convergence_rate_comparison.png,bf0be28ecc81e835d7be8976acc115f2,204494,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/saddle_escape/saddle_point_escape_comparison.png,saddle_point_escape_comparison.png,fbb5bcb787c3b411168e3d2368f5754b,754723,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/2d_training_results.png,2d_training_results.png,2e87061c21290da5b22da4e5795cdb75,456132,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/other_training_results.png,other_training_results.png,08a2fb917e8cbf0612c66cd11991cc8a,347915,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_convergence_profile_by_threshold.png,2d_convergence_profile_by_threshold.png,4be8823a2031b530173e2b06212e3fb0,134722,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_convergence_rate_by_optimizer.png,2d_convergence_rate_by_optimizer.png,82922d1844f14005292f4ae577126153,146503,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_convergence_rate_strict_by_optimizer.png,2d_convergence_rate_strict_by_optimizer.png,639cd4cb1cbebe4ff853140143953e87,145694,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_final_loss_by_optimizer.png,2d_final_loss_by_optimizer.png,3e3c501b5e4729bd94c24eb60afd4b49,137487,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rastrigin_grad_norm_convergence.png,2d_rastrigin_grad_norm_convergence.png,1b136bdc0b8a4adaedc77127913b75f7,341193,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rastrigin_loss_convergence.png,2d_rastrigin_loss_convergence.png,93159092e640672baefa1f01b2b782a0,221456,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rastrigin_trajectory_overlay.png,2d_rastrigin_trajectory_overlay.png,5fc91185507d2f67139792786c94ce73,112602,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rosenbrock_grad_norm_convergence.png,2d_rosenbrock_grad_norm_convergence.png,37e2e1dcd627a146a0ec158ed125beed,394129,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rosenbrock_loss_convergence.png,2d_rosenbrock_loss_convergence.png,1062520e1a6c30f5b64f66abcd8e993e,331992,Unknown
results_smoke_terminal_check,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,2d_rosenbrock_trajectory_overlay.png,a3b4d8d517d81fc10a523dcb67bcaeb6,224045,Unknown
results,results/visualizations/2d_training_results.png,2d_training_results.png,21940293e68be838b225913dfd6b4a3c,267747,Unknown
results,results/visualizations/mnist_training_results.png,mnist_training_results.png,2e0ba1df36a4c6041ac7bf1017a1c3e8,316015,Unknown
results,results/visualizations/2d_trajectories/adam_beta_trajectories_rosenbrock.png,adam_beta_trajectories_rosenbrock.png,b01537aca42a556b4cabfec12192f454,405640,Unknown
results,results/visualizations/2d_trajectories/momentum_beta_trajectories_rosenbrock.png,momentum_beta_trajectories_rosenbrock.png,68c342b9319158cc9be46171d3534c9a,429505,Unknown
results,results/visualizations/2d_trajectories/optimizer_comparison_rosenbrock.png,optimizer_comparison_rosenbrock.png,44751f27889d672eb24c839a16c1d033,408891,Unknown
results,results/visualizations/static/2d_optimization/2d_optimization_train_loss.png,2d_optimization_train_loss.png,1a42d368231cfe2cfb4fa972c078061e,151293,Unknown
results,results/visualizations/static/robustness/robustness_convergence_rate.png,robustness_convergence_rate.png,1f3af69c04b0cf726b5f8863c8ebcc55,128487,Unknown
results,results/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,robustness_final_loss_by_optimizer.png,83ce06577b391fbe30cc481d13ba7103,127391,Unknown
results,results/visualizations/static/robustness/robustness_iterations_to_convergence.png,robustness_iterations_to_convergence.png,c772a3ca86075da6939bde3286471b4d,140509,Unknown
results,results/visualizations/static/sam_sensitivity/sam_rho_sweep.png,sam_rho_sweep.png,8922ad3ff46a2aa1a8a575e503ecf2a7,111102,Unknown
results,results/beta_sensitivity_2d/saddle_point/adam/adam_heatmaps.png,adam_heatmaps.png,2caa33ee26605662590eb3bb89ff48e1,157052,Unknown
results,results/beta_sensitivity_2d/rosenbrock/momentum/momentum_metrics.png,momentum_metrics.png,4b53f0d7ee409e00828302e33645c4cc,183957,Unknown
results,results/beta_sensitivity_2d/rosenbrock/momentum/momentum_trajectories.png,momentum_trajectories.png,8ad9d57ecc2543a2ba39b2998a1ae398,176721,Unknown
