optimizer,threshold,convergence_rate_pct,success_count,total_count
Adam,1e-06,20.0,2,10
Adam,1.3141473626117555e-06,20.0,2,10
Adam,1.726983290659436e-06,20.0,2,10
Adam,2.2695105366946684e-06,20.0,2,10
Adam,2.982471286216888e-06,20.0,2,10
Adam,3.919406774847221e-06,20.0,2,10
Adam,5.150678076168122e-06,20.0,2,10
Adam,6.768750009458541e-06,20.0,2,10
Adam,8.895134973108237e-06,20.0,2,10
Adam,1.1689518164985777e-05,20.0,2,10
Adam,1.5361749466718298e-05,20.0,2,10
Adam,2.0187602546790388e-05,20.0,2,10
Adam,2.6529484644318946e-05,20.0,2,10
Adam,3.4863652276780875e-05,20.0,2,10
Adam,4.581597669054491e-05,20.0,2,10
Adam,6.020894493336126e-05,20.0,2,10
Adam,7.912342618981327e-05,20.0,2,10
Adam,0.000103979841848149,20.0,2,10
Adam,0.00013664483492953258,20.0,2,10
Adam,0.00017957144943716409,20.0,2,10
Adam,0.00023598334667821938,20.0,2,10
Adam,0.00031011689265747787,20.0,2,10
Adam,0.0004075392965871778,20.0,2,10
Adam,0.0005355666917706902,20.0,2,10
Adam,0.0007038135554931555,20.0,2,10
Adam,0.0009249147277217336,20.0,2,10
Adam,0.0012154742500762872,20.0,2,10
Adam,0.001597312280060254,20.0,2,10
Adam,0.0020991037201085546,30.0,3,10
Adam,0.002758531617629184,40.0,4,10
Adam,0.003625117049988535,40.0,4,10
Adam,0.004763938010401341,40.0,4,10
Adam,0.006260516572014822,40.0,4,10
Adam,0.008227241341700473,50.0,5,10
Adam,0.010811807510766078,70.0,7,10
Adam,0.014208308325339238,70.0,7,10
Adam,0.018671810912919206,90.0,9,10
Adam,0.024537511066398166,90.0,9,10
Adam,0.03224590545296398,100.0,10,10
Adam,0.04237587160604064,100.0,10,10
Adam,0.05568813990945267,100.0,10,10
Adam,0.07318242219076182,100.0,10,10
Adam,0.09617248711152965,100.0,10,10
Adam,0.1263848202934297,100.0,10,10
Adam,0.16608827826277167,100.0,10,10
Adam,0.21826447283974873,100.0,10,10
Adam,0.2868316813342015,100.0,10,10
Adam,0.37693909753883637,100.0,10,10
Adam,0.495353520895917,100.0,10,10
Adam,0.6509675230458177,100.0,10,10
Adam,0.8554672535565685,100.0,10,10
Adam,1.1242100350620863,100.0,10,10
Adam,1.4773776525985127,100.0,10,10
Adam,1.9414919457438817,100.0,10,10
Adam,2.5514065200312874,100.0,10,10
Adam,3.35292414924956,100.0,10,10
Adam,4.406236427773573,100.0,10,10
Adam,5.790443980602483,100.0,10,10
Adam,7.609496685459884,100.0,10,10
Adam,10.0,100.0,10,10
Adam_NoBeta2,1e-06,20.0,2,10
Adam_NoBeta2,1.3141473626117555e-06,20.0,2,10
Adam_NoBeta2,1.726983290659436e-06,20.0,2,10
Adam_NoBeta2,2.2695105366946684e-06,20.0,2,10
Adam_NoBeta2,2.982471286216888e-06,20.0,2,10
Adam_NoBeta2,3.919406774847221e-06,20.0,2,10
Adam_NoBeta2,5.150678076168122e-06,20.0,2,10
Adam_NoBeta2,6.768750009458541e-06,20.0,2,10
Adam_NoBeta2,8.895134973108237e-06,20.0,2,10
Adam_NoBeta2,1.1689518164985777e-05,20.0,2,10
Adam_NoBeta2,1.5361749466718298e-05,20.0,2,10
Adam_NoBeta2,2.0187602546790388e-05,20.0,2,10
Adam_NoBeta2,2.6529484644318946e-05,20.0,2,10
Adam_NoBeta2,3.4863652276780875e-05,20.0,2,10
Adam_NoBeta2,4.581597669054491e-05,20.0,2,10
Adam_NoBeta2,6.020894493336126e-05,20.0,2,10
Adam_NoBeta2,7.912342618981327e-05,20.0,2,10
Adam_NoBeta2,0.000103979841848149,20.0,2,10
Adam_NoBeta2,0.00013664483492953258,20.0,2,10
Adam_NoBeta2,0.00017957144943716409,20.0,2,10
Adam_NoBeta2,0.00023598334667821938,20.0,2,10
Adam_NoBeta2,0.00031011689265747787,20.0,2,10
Adam_NoBeta2,0.0004075392965871778,20.0,2,10
Adam_NoBeta2,0.0005355666917706902,20.0,2,10
Adam_NoBeta2,0.0007038135554931555,20.0,2,10
Adam_NoBeta2,0.0009249147277217336,20.0,2,10
Adam_NoBeta2,0.0012154742500762872,20.0,2,10
Adam_NoBeta2,0.001597312280060254,20.0,2,10
Adam_NoBeta2,0.0020991037201085546,30.0,3,10
Adam_NoBeta2,0.002758531617629184,40.0,4,10
Adam_NoBeta2,0.003625117049988535,40.0,4,10
Adam_NoBeta2,0.004763938010401341,40.0,4,10
Adam_NoBeta2,0.006260516572014822,40.0,4,10
Adam_NoBeta2,0.008227241341700473,50.0,5,10
Adam_NoBeta2,0.010811807510766078,70.0,7,10
Adam_NoBeta2,0.014208308325339238,70.0,7,10
Adam_NoBeta2,0.018671810912919206,90.0,9,10
Adam_NoBeta2,0.024537511066398166,90.0,9,10
Adam_NoBeta2,0.03224590545296398,100.0,10,10
Adam_NoBeta2,0.04237587160604064,100.0,10,10
Adam_NoBeta2,0.05568813990945267,100.0,10,10
Adam_NoBeta2,0.07318242219076182,100.0,10,10
Adam_NoBeta2,0.09617248711152965,100.0,10,10
Adam_NoBeta2,0.1263848202934297,100.0,10,10
Adam_NoBeta2,0.16608827826277167,100.0,10,10
Adam_NoBeta2,0.21826447283974873,100.0,10,10
Adam_NoBeta2,0.2868316813342015,100.0,10,10
Adam_NoBeta2,0.37693909753883637,100.0,10,10
Adam_NoBeta2,0.495353520895917,100.0,10,10
Adam_NoBeta2,0.6509675230458177,100.0,10,10
Adam_NoBeta2,0.8554672535565685,100.0,10,10
Adam_NoBeta2,1.1242100350620863,100.0,10,10
Adam_NoBeta2,1.4773776525985127,100.0,10,10
Adam_NoBeta2,1.9414919457438817,100.0,10,10
Adam_NoBeta2,2.5514065200312874,100.0,10,10
Adam_NoBeta2,3.35292414924956,100.0,10,10
Adam_NoBeta2,4.406236427773573,100.0,10,10
Adam_NoBeta2,5.790443980602483,100.0,10,10
Adam_NoBeta2,7.609496685459884,100.0,10,10
Adam_NoBeta2,10.0,100.0,10,10
SAM_SGD,1e-06,0.0,0,10
SAM_SGD,1.3141473626117555e-06,0.0,0,10
SAM_SGD,1.726983290659436e-06,0.0,0,10
SAM_SGD,2.2695105366946684e-06,0.0,0,10
SAM_SGD,2.982471286216888e-06,0.0,0,10
SAM_SGD,3.919406774847221e-06,0.0,0,10
SAM_SGD,5.150678076168122e-06,0.0,0,10
SAM_SGD,6.768750009458541e-06,0.0,0,10
SAM_SGD,8.895134973108237e-06,0.0,0,10
SAM_SGD,1.1689518164985777e-05,0.0,0,10
SAM_SGD,1.5361749466718298e-05,0.0,0,10
SAM_SGD,2.0187602546790388e-05,0.0,0,10
SAM_SGD,2.6529484644318946e-05,0.0,0,10
SAM_SGD,3.4863652276780875e-05,0.0,0,10
SAM_SGD,4.581597669054491e-05,0.0,0,10
SAM_SGD,6.020894493336126e-05,0.0,0,10
SAM_SGD,7.912342618981327e-05,0.0,0,10
SAM_SGD,0.000103979841848149,0.0,0,10
SAM_SGD,0.00013664483492953258,0.0,0,10
SAM_SGD,0.00017957144943716409,0.0,0,10
SAM_SGD,0.00023598334667821938,0.0,0,10
SAM_SGD,0.00031011689265747787,0.0,0,10
SAM_SGD,0.0004075392965871778,0.0,0,10
SAM_SGD,0.0005355666917706902,0.0,0,10
SAM_SGD,0.0007038135554931555,0.0,0,10
SAM_SGD,0.0009249147277217336,0.0,0,10
SAM_SGD,0.0012154742500762872,0.0,0,10
SAM_SGD,0.001597312280060254,0.0,0,10
SAM_SGD,0.0020991037201085546,0.0,0,10
SAM_SGD,0.002758531617629184,0.0,0,10
SAM_SGD,0.003625117049988535,0.0,0,10
SAM_SGD,0.004763938010401341,0.0,0,10
SAM_SGD,0.006260516572014822,0.0,0,10
SAM_SGD,0.008227241341700473,0.0,0,10
SAM_SGD,0.010811807510766078,0.0,0,10
SAM_SGD,0.014208308325339238,0.0,0,10
SAM_SGD,0.018671810912919206,0.0,0,10
SAM_SGD,0.024537511066398166,0.0,0,10
SAM_SGD,0.03224590545296398,10.0,1,10
SAM_SGD,0.04237587160604064,10.0,1,10
SAM_SGD,0.05568813990945267,20.0,2,10
SAM_SGD,0.07318242219076182,20.0,2,10
SAM_SGD,0.09617248711152965,20.0,2,10
SAM_SGD,0.1263848202934297,20.0,2,10
SAM_SGD,0.16608827826277167,20.0,2,10
SAM_SGD,0.21826447283974873,30.0,3,10
SAM_SGD,0.2868316813342015,50.0,5,10
SAM_SGD,0.37693909753883637,50.0,5,10
SAM_SGD,0.495353520895917,50.0,5,10
SAM_SGD,0.6509675230458177,50.0,5,10
SAM_SGD,0.8554672535565685,60.0,6,10
SAM_SGD,1.1242100350620863,60.0,6,10
SAM_SGD,1.4773776525985127,60.0,6,10
SAM_SGD,1.9414919457438817,70.0,7,10
SAM_SGD,2.5514065200312874,90.0,9,10
SAM_SGD,3.35292414924956,100.0,10,10
SAM_SGD,4.406236427773573,100.0,10,10
SAM_SGD,5.790443980602483,100.0,10,10
SAM_SGD,7.609496685459884,100.0,10,10
SAM_SGD,10.0,100.0,10,10
SGD,1e-06,0.0,0,10
SGD,1.3141473626117555e-06,0.0,0,10
SGD,1.726983290659436e-06,0.0,0,10
SGD,2.2695105366946684e-06,0.0,0,10
SGD,2.982471286216888e-06,0.0,0,10
SGD,3.919406774847221e-06,0.0,0,10
SGD,5.150678076168122e-06,0.0,0,10
SGD,6.768750009458541e-06,0.0,0,10
SGD,8.895134973108237e-06,0.0,0,10
SGD,1.1689518164985777e-05,0.0,0,10
SGD,1.5361749466718298e-05,0.0,0,10
SGD,2.0187602546790388e-05,0.0,0,10
SGD,2.6529484644318946e-05,0.0,0,10
SGD,3.4863652276780875e-05,0.0,0,10
SGD,4.581597669054491e-05,0.0,0,10
SGD,6.020894493336126e-05,0.0,0,10
SGD,7.912342618981327e-05,0.0,0,10
SGD,0.000103979841848149,0.0,0,10
SGD,0.00013664483492953258,0.0,0,10
SGD,0.00017957144943716409,0.0,0,10
SGD,0.00023598334667821938,0.0,0,10
SGD,0.00031011689265747787,0.0,0,10
SGD,0.0004075392965871778,0.0,0,10
SGD,0.0005355666917706902,0.0,0,10
SGD,0.0007038135554931555,0.0,0,10
SGD,0.0009249147277217336,0.0,0,10
SGD,0.0012154742500762872,0.0,0,10
SGD,0.001597312280060254,0.0,0,10
SGD,0.0020991037201085546,0.0,0,10
SGD,0.002758531617629184,0.0,0,10
SGD,0.003625117049988535,0.0,0,10
SGD,0.004763938010401341,0.0,0,10
SGD,0.006260516572014822,0.0,0,10
SGD,0.008227241341700473,0.0,0,10
SGD,0.010811807510766078,0.0,0,10
SGD,0.014208308325339238,0.0,0,10
SGD,0.018671810912919206,0.0,0,10
SGD,0.024537511066398166,0.0,0,10
SGD,0.03224590545296398,10.0,1,10
SGD,0.04237587160604064,20.0,2,10
SGD,0.05568813990945267,20.0,2,10
SGD,0.07318242219076182,20.0,2,10
SGD,0.09617248711152965,20.0,2,10
SGD,0.1263848202934297,20.0,2,10
SGD,0.16608827826277167,20.0,2,10
SGD,0.21826447283974873,20.0,2,10
SGD,0.2868316813342015,30.0,3,10
SGD,0.37693909753883637,30.0,3,10
SGD,0.495353520895917,40.0,4,10
SGD,0.6509675230458177,50.0,5,10
SGD,0.8554672535565685,60.0,6,10
SGD,1.1242100350620863,60.0,6,10
SGD,1.4773776525985127,70.0,7,10
SGD,1.9414919457438817,100.0,10,10
SGD,2.5514065200312874,100.0,10,10
SGD,3.35292414924956,100.0,10,10
SGD,4.406236427773573,100.0,10,10
SGD,5.790443980602483,100.0,10,10
SGD,7.609496685459884,100.0,10,10
SGD,10.0,100.0,10,10
SGD_Momentum,1e-06,10.0,1,10
SGD_Momentum,1.3141473626117555e-06,10.0,1,10
SGD_Momentum,1.726983290659436e-06,30.0,3,10
