dataset,model,optimizer,seed,final_test_acc,final_loss,run_signature,completed
Robustness,Rosenbrock,Adam_start2,456,,9.824554581427948e-05,957d1712b20fb5fda75ffb5574a6820d33c90843157ce1158586ab631e5ca19b,True
Robustness,Rosenbrock,Adam_start3,456,,9.836264507612212e-05,557c2a022a85fa4d6bf27ebab4c382d8553544fc13570a6cd3f8bd441af48952,True
Robustness,Rosenbrock,Adam_start4,456,,9.876355034066364e-05,9c9109703e447a0fd4a4101fee47e379661fce67556196a332a6856b08855f78,True
Robustness,Rosenbrock,Adam_start5,456,,9.952658729162069e-05,1593fa977fba456c3d67ac7c140598465dfa5a5c873945a2ac9941f3c9a59431,True
Robustness,Rosenbrock,Adam_start6,456,,9.722967661218718e-05,35b289ddda6fcd522f4bde1ec65efca119ecfa016d5a478faadee2f19ba49990,True
Robustness,Rosenbrock,Adam_start7,456,,0.0,df7e387642f9bc965c04846ccb651b0cc9abe41b310d09e79cd4019f8d0c3368,True
Robustness,Rosenbrock,Adam_start8,456,,9.85797742032446e-05,537e73078a4a202280db20fc88efcacef466661d28a8d1c519d08b66f7691fe7,True
Robustness,Rosenbrock,Adam_start9,456,,9.898183634504676e-05,584d1da1e68232e1ea45ac0208a089b078950ba72c999253df9bc2ed431c0021,True
Robustness,Rosenbrock,SAM_SGD_start0,456,,1.517484188079834,fba1bc2921906c3abd6adaff47d33d0e610af78445832ba79c79ca7e77e1e028,True
Robustness,Rosenbrock,SAM_SGD_start1,456,,12.151025772094728,dee32e3e039ae7b151ee5a6b41d836913d0433c3c34eaaa366039375d0f5e1e2,True
Robustness,Rosenbrock,SAM_SGD_start2,456,,18.10161018371582,8453a93f4d9f5027966ba08ae4828d6a6ae5d304ffc4e0f5a444b80bc60e20f1,True
Robustness,Rosenbrock,SAM_SGD_start3,456,,4.228602886199951,1159872981fe92aa6da81c00ee1ab89877bb7c937bbb098cffba3eefae0228d1,True
Robustness,Rosenbrock,SAM_SGD_start4,456,,8.757699966430664,3b7e92cc28c7232a89616b64b16314e63630697520b05331623258422892178e,True
Robustness,Rosenbrock,SAM_SGD_start5,456,,6.807610034942627,f792f1b64dd1bf2b625ddd737293fcd9fbde53201e5b88f3344f9ad7c03865e1,True
Robustness,Rosenbrock,SAM_SGD_start6,456,,17.29350471496582,5ac67ca4aed4a00c2d9212b061257767a9e9c888b505f5700857488fb8461f16,True
Robustness,Rosenbrock,SAM_SGD_start7,456,,0.0,7f71c4f34af12e6d7fd5d781e0f3e9862574b31b08c8a0fd1d9a4e97df406f98,True
Robustness,Rosenbrock,SAM_SGD_start8,456,,6.4999542236328125,16afe20d8dc3dfc5b130f234837893bb6ec5122c04a524f9f3493ca88e423328,True
Robustness,Rosenbrock,SAM_SGD_start9,456,,3.5983190536499023,55a2ed31b0fc8b56a0ff307d52f2270daea42a26137bd3d41f464adc68113cbb,True
Robustness,Rosenbrock,SAM_Adam_start0,456,,0.0027809687890112,23409e046e75d5931d25361c48c1a28f1c7b31fc22753dc77c4ae16a55951a5b,True
Robustness,Rosenbrock,SAM_Adam_start1,456,,0.0027808540035039,a71249946cd13246eef65c5338437d35777046374f5521bf5f9912ed552e2483,True
Robustness,Rosenbrock,SAM_Adam_start2,456,,0.0160732809454202,9930e2dc70fb531898b89bc5d6064d7f1980b1ae2b4ec5babb156fb29dc50115,True
Robustness,Rosenbrock,SAM_Adam_start3,456,,0.0256984215229749,01aa05f1d91f5ef01e6e3ab5b5b04c1e08671828211bcb6c38349d86386885f2,True
Robustness,Rosenbrock,SAM_Adam_start4,456,,0.0051579102873802,dd40a3a5e40ef4875c3beededf46e393fb6ec8d7433a3957e5cd90fd579ae5b6,True
Robustness,Rosenbrock,SAM_Adam_start5,456,,0.0061399433761835,05f9bc63af6d573df06cd4d37a155e95875c0ea5ea06b1ca1677cc628c4396c0,True
Robustness,Rosenbrock,SAM_Adam_start6,456,,0.0051258336752653,e379b2956f069ec722e24fec858ec24cd681079cbfb31d0d5d94736b92f3e62b,True
Robustness,Rosenbrock,SAM_Adam_start7,456,,0.0,7b4e8143808cc95a5f52410643bb49f2320c1044f8a551cc8971a23a347c4221,True
Robustness,Rosenbrock,SAM_Adam_start8,456,,0.0051475116051733,49f3d77762ad7fb4110ec6f5b533bb7152a9893ea13a57de92c58b9228901744,True
Robustness,Rosenbrock,SAM_Adam_start9,456,,0.0182060748338699,09c6ab996a305e77b77f10c4f349a6fd5c43812ea65b434d120dd2112951c526,True
Robustness,Rosenbrock,SGD_start0,789,,2.780428171157837,aeb2271c298da4e314b5af61f436e5b00f16b61fcdfe696f22c2087e3966eed1,True
Robustness,Rosenbrock,SGD_start1,789,,11.840588569641112,15916ce9b9c1a5318c49e18c12e1ac651d7c118918fffddb27e938846f0ad188,True
Robustness,Rosenbrock,SGD_start2,789,,18.110727310180664,1a84f02e0b35020326c9ae4c049fb854273bb81ed02543cd1be7928ce3d59145,True
Robustness,Rosenbrock,SGD_start3,789,,4.150002479553223,88027bf83b84401adb6c195a9d4c4de5db455b0e43fb692781ffdd6be29b88f2,True
Robustness,Rosenbrock,SGD_start4,789,,9.041449546813965,35a8928a86bf5db7ea75ebfcaa0e20e2e3356010d37feb80eda0cff1392dc84a,True
Robustness,Rosenbrock,SGD_start5,789,,7.245743274688721,668084a18b208dbaf3b82f531bdba034969a26f4b77ca5e2c2eb2a60de02ea4d,True
Robustness,Rosenbrock,SGD_start6,789,,17.240400314331055,40ae22e0cea610ea650d1c595e04eadf9685f8383f8eb1a28cd8a470e641ba8b,True
Robustness,Rosenbrock,SGD_start7,789,,0.0,a82de67e7bcf0468fb2086d99468feedcd88b799ab0c11e3aa0e1d5f21917a0d,True
Robustness,Rosenbrock,SGD_start8,789,,9.32607650756836,b945c24f0dfee306ffa512771f1ea2de83ef3bca86512fdc55817822b42fa6cf,True
Robustness,Rosenbrock,SGD_start9,789,,3.51401686668396,37264c39325d0356129f25ef6c695b32924771ce0ed0fa22e1b2e83397b0265f,True
Robustness,Rosenbrock,SGD_Momentum_start0,789,,337.47479248046875,7f0f176550d4eb1548a11e69f1d9c841a2a9f80ad675bd2b799a146ff233665e,True
Robustness,Rosenbrock,SGD_Momentum_start1,789,,95.8613052368164,683f39b279acbb8dd853977590cf798c16b9bf873da421e862925bf360e36192,True
Robustness,Rosenbrock,SGD_Momentum_start2,789,,1.4176344871520996,d775079a4d075f462459f7f634bbf661e70133c87ce99a943c8d810157aa9acf,True
Robustness,Rosenbrock,SGD_Momentum_start3,789,,217.53765869140625,09b94dadbf95cacbf3e8c8f0c64ce4f975ba467fc070910c656d6208334a19f0,True
Robustness,Rosenbrock,SGD_Momentum_start4,789,,1103.9395751953125,fc12dd4e964fecb704c5b68fff8078ae101cdacfce564c167765f16d57e89bf8,True
Robustness,Rosenbrock,SGD_Momentum_start5,789,,36.43944549560547,b859062ecfcfc013ce2e1b225874847367cd7190b85826b51e479d69e2bc2d5a,True
Robustness,Rosenbrock,SGD_Momentum_start6,789,,209.0802459716797,78216418c5670599c2664198aff838dbc75b56a1d35bf6c414df7c4ca759eb45,True
Robustness,Rosenbrock,SGD_Momentum_start7,789,,0.0,789c083da96a0097cc8441e09312094d802762a43e5e55da968ce7b2ef3bacaf,True
Robustness,Rosenbrock,SGD_Momentum_start8,789,,15.128637313842772,b44d6b96e3aacc8b3c602eff057a5ff53e9a66b47bba4156bcf7f6e01a6ae188,True
Robustness,Rosenbrock,SGD_Momentum_start9,789,,413.8355102539063,695cce0594a4a4a34a3cb65355c98fdbabf1c0ca49b11b85609aa5fdc57290f6,True
Robustness,Rosenbrock,Adam_start0,789,,9.942597534973174e-05,a6d15f9575fdc8978585c8eac239016acab82e9dfbc751d69599d3360185da36,True
Robustness,Rosenbrock,Adam_start1,789,,9.858705016085878e-05,db84dbb78724b53cf4c3b81963cd8cc64676498480119950b9c9122973fefd3a,True
Robustness,Rosenbrock,Adam_start2,789,,9.824554581427948e-05,8639a4d76c4204f53d582c4f3c88109355a4847717dcdfdefabe33e33e8966b9,True
Robustness,Rosenbrock,Adam_start3,789,,9.836264507612212e-05,44ce61d513d8b882582667f4e0db8718883e70fea327dcba271e88de09cfe7a0,True
Robustness,Rosenbrock,Adam_start4,789,,9.876355034066364e-05,d8d0b12bd60382a2083fc8c7d9b28501ace81a60f990e0cf59051cffb57275be,True
Robustness,Rosenbrock,Adam_start5,789,,9.952658729162069e-05,06fac92cb2170981f4982a933da665d3fe375dad579948741c1b99353ab64d4d,True
Robustness,Rosenbrock,Adam_start6,789,,9.722967661218718e-05,992d71ef2273988526c16c59b4b2df2e9e7c62446e89944fbc47e8ef3d0123da,True
Robustness,Rosenbrock,Adam_start7,789,,0.0,86c3d566bc9833511d2858b86aa999b6e459917605fd4a86ba6744fdf959dbc2,True
Robustness,Rosenbrock,Adam_start8,789,,9.85797742032446e-05,3b313b92e41851a26bcd1b7229086129f0482232de7fe714d8fb736ff17f42f7,True
Robustness,Rosenbrock,Adam_start9,789,,9.898183634504676e-05,83089a2f2d21be1a3ef2a77ede769cf280af251b3de06a9698d390698d99e584,True
Robustness,Rosenbrock,SAM_SGD_start0,789,,1.517484188079834,35c5a8038ff60fc15a8d1af48b739038c5c695b5a7f1ec17ad880a8d0ca1d9e8,True
Robustness,Rosenbrock,SAM_SGD_start1,789,,12.151025772094728,f3952cbd478376e6ae9e512d5b950aad36590336f7dcd75d0ee9a337d944f961,True
Robustness,Rosenbrock,SAM_SGD_start2,789,,18.10161018371582,7e42707cd9e7eddffe611f7e5fe0eb164107b2b567a5793c26c1c9ef1a9643e1,True
Robustness,Rosenbrock,SAM_SGD_start3,789,,4.228602886199951,b10b95355626cea425cbd0bc747f079845bec92eec10c23ec1d95a7b08eacc36,True
Robustness,Rosenbrock,SAM_SGD_start4,789,,8.757699966430664,830bd82d3d0922830edb4ba6a9a5c175c868d93ea1d681cfc5d3ed55215f158c,True
Robustness,Rosenbrock,SAM_SGD_start5,789,,6.807610034942627,9eff7c2c608ce0e5105d524ced32625bed4b06b7caea6b6d7b0532461d25cb20,True
Robustness,Rosenbrock,SAM_SGD_start6,789,,17.29350471496582,74f0275ee2ce708e159d138d8c15428c7bd75c4861d7ac56e495b7cbcac8f0e6,True
Robustness,Rosenbrock,SAM_SGD_start7,789,,0.0,bce9727b7a7d0b1c21750d946073bad2320488b448b623ac7b54d3c629e4f100,True
Robustness,Rosenbrock,SAM_SGD_start8,789,,6.4999542236328125,ae013e2b78888b66d230da53a5e0fa5a97a2244e4afb25e38880e7072f8ce55f,True
Robustness,Rosenbrock,SAM_SGD_start9,789,,3.5983190536499023,1aadd57df13d4db33b8725cd128ac62b839feb5bc5337cf8747fbbf5b3b3c882,True
Robustness,Rosenbrock,SAM_Adam_start0,789,,0.0027809687890112,c042f432aa55c96c8abaace599eac3d329758950f71eb788c55446c41adf275f,True
Robustness,Rosenbrock,SAM_Adam_start1,789,,0.0027808540035039,271777136ac4a8fadcabed355281bc14a62f1ddbac6d37e98f58dd9606016b90,True
Robustness,Rosenbrock,SAM_Adam_start2,789,,0.0160732809454202,1e714b46dcd5c87c5d779b85319107da3fe7535d96f31191ed6eb2a9d19348ff,True
Robustness,Rosenbrock,SAM_Adam_start3,789,,0.0256984215229749,77c415818042bd1257530d7883c61994f3aa804a1b47c2b160cd5048ea94a7bb,True
Robustness,Rosenbrock,SAM_Adam_start4,789,,0.0051579102873802,3375866f82c5c259ff9eabb598b8fdc8b555c580618444bcffc62968c1187fad,True
Robustness,Rosenbrock,SAM_Adam_start5,789,,0.0061399433761835,0bdbafaca98253c0bc3ab529a501f5a1b0aee1ed2b5ba7cc1012993ff2c3d808,True
Robustness,Rosenbrock,SAM_Adam_start6,789,,0.0051258336752653,fc5316d6f4e8095e643e6f15ffa756e6ae7ecb7e417a4fe14a87270f6dc7ec78,True
Robustness,Rosenbrock,SAM_Adam_start7,789,,0.0,66f13d5367c162e4de50013d471a06e04c06b8bdd312fca587a18468fc849fdc,True
Robustness,Rosenbrock,SAM_Adam_start8,789,,0.0051475116051733,4411e1f362642d3928947c842675264f69dec58faf0706e7315078fe422ebc74,True
Robustness,Rosenbrock,SAM_Adam_start9,789,,0.0182060748338699,1cb2f09c1959dda601aa6fabb6eb31661e79a4989848bb0d35923d4cade7f31e,True
Robustness,Rosenbrock,SGD_start0,1011,,2.780428171157837,0ec6bee4e7409a9cd6c6a5d62a68a1651f98544254db5eaa8af92aad5cc8814e,True
Robustness,Rosenbrock,SGD_start1,1011,,11.840588569641112,4281461bcaa8688145deb0aa058789b917d08deb730dff612315662cfa2a9c53,True
Robustness,Rosenbrock,SGD_start2,1011,,18.110727310180664,f7ed0ab8420d5ad1e4c12cb3f255b493a44ccfb6a7ebc67e4ad56cbf186988b1,True
Robustness,Rosenbrock,SGD_start3,1011,,4.150002479553223,a35f633d13c0a060af67e2f2ebdfc5266c2e11287d035f6392686303de891951,True
Robustness,Rosenbrock,SGD_start4,1011,,9.041449546813965,d6dc75ddc3b19bf3a3408bb4ad80ebe581de0e161063089d7c59165ff9b7e214,True
Robustness,Rosenbrock,SGD_start5,1011,,7.245743274688721,2d6565be92454ab3028b25555b190deeef16834c01811c93198cc63ae20dbb58,True
Robustness,Rosenbrock,SGD_start6,1011,,17.240400314331055,553090ac107efe1f7f0b1c26aa66dcd390906ebc13e7d033212d2c1c6182b3a5,True
Robustness,Rosenbrock,SGD_start7,1011,,0.0,d0d5cfb6078250280371ae9607f3316bd827d75af08d1b0e7ca32eca2d4cbe9f,True
Robustness,Rosenbrock,SGD_start8,1011,,9.32607650756836,b5ba01e1b604891a06d54e780f2404185bd5c808309068a973560befb1dcfc9d,True
Robustness,Rosenbrock,SGD_start9,1011,,3.51401686668396,27f9b82e1e9a9e2d8397dc312237fabe084b0d306f1c79f4749bd70e2dab3064,True
Robustness,Rosenbrock,SGD_Momentum_start0,1011,,337.47479248046875,63976e54bf80950811524f2029ab202e364c10bc72226950c266212eaed93034,True
Robustness,Rosenbrock,SGD_Momentum_start1,1011,,95.8613052368164,6927e4e0566709910096d97241f6bb89e7f0a712c9839fd60564c91f4ce433c7,True
Robustness,Rosenbrock,SGD_Momentum_start2,1011,,1.4176344871520996,c9bdd3185730c034b345cb82bb0d4d24b54758fb8a49b04d7fa941c6504d52c4,True
Robustness,Rosenbrock,SGD_Momentum_start3,1011,,217.53765869140625,81d0dde142833303152f9952e8ec94349ae30b49818e1fa49702984d13025137,True
Robustness,Rosenbrock,SGD_Momentum_start4,1011,,1103.9395751953125,6ca13746d091d53e691b7734269f0ebe8d1ae25b4b4ca58f54faafb84f6433e8,True
Robustness,Rosenbrock,SGD_Momentum_start5,1011,,36.43944549560547,da0b7442a2f3ac4fe5304984c358655773ceae2ae60ae5c8c854d1754e7e26d3,True
Robustness,Rosenbrock,SGD_Momentum_start6,1011,,209.0802459716797,a348f0de35286c89f286754c03e0c3c3a247ae1c247a3a4766660a4182ce9fe3,True
Robustness,Rosenbrock,SGD_Momentum_start7,1011,,0.0,29509f30f853a98749421848a3d48706e64f359aa3c301358ffa75dfc4de4343,True
Robustness,Rosenbrock,SGD_Momentum_start8,1011,,15.128637313842772,01d7fd01bf78335f45e43eabef7b74aef0fde64653feb160c5e9b09af85adaf1,True
Robustness,Rosenbrock,SGD_Momentum_start9,1011,,413.8355102539063,e5bd581dab095688f9832c4b49fbf11c38ac75418c02846bec15aad37eb3d463,True
Robustness,Rosenbrock,Adam_start0,1011,,9.942597534973174e-05,997b62ff4aa367634c8a9b2b83219eb7d44dab19412d843c6b5018fc72f276d4,True
Robustness,Rosenbrock,Adam_start1,1011,,9.858705016085878e-05,504210afa35e9d1a614b00905f5c151aa5bdb8b60c0a00588ade3a3dccec30b9,True
Robustness,Rosenbrock,Adam_start2,1011,,9.824554581427948e-05,7c562029bd3b9b91501d492ce1eff66d067e8999e1c7d8d7ec288dcbd8a8aaea,True
Robustness,Rosenbrock,Adam_start3,1011,,9.836264507612212e-05,da888a13587f6844e954aad40a771f40534d703570b2ac57f1bc8630ba5b59fc,True
Robustness,Rosenbrock,Adam_start4,1011,,9.876355034066364e-05,65c9f544f7ee30b42c0cc2691c2bf5eaafc456f2a7ba5bd918d07cd06871bffa,True
Robustness,Rosenbrock,Adam_start5,1011,,9.952658729162069e-05,c749036b04f1ba38b2e1bc0aa9229366810ac90b06863cf54c9ca5b0306ba1d6,True
Robustness,Rosenbrock,Adam_start6,1011,,9.722967661218718e-05,78e79de0fb0ecdb30a19f28f4fc8686fc4ef8f0cce9f52b1146664857cc5a446,True
Robustness,Rosenbrock,Adam_start7,1011,,0.0,8f5886e5d85f368d53c465d063a12d29a0743257ce0a3ca7136f45b49aed82bc,True
Robustness,Rosenbrock,Adam_start8,1011,,9.85797742032446e-05,4726168276316faf305d0ed47d70ed030135627d23ab5334cd8cacd3fc44f6a8,True
Robustness,Rosenbrock,Adam_start9,1011,,9.898183634504676e-05,4f1fde721b878a779f7c285eaf39a5dc85f0acd65a70955a02b12d6cba7f5c40,True
Robustness,Rosenbrock,SAM_SGD_start0,1011,,1.517484188079834,7d7fab2b33ede686957874a8d0146dadbea4de7efeef9266563fc6167354f119,True
Robustness,Rosenbrock,SAM_SGD_start1,1011,,12.151025772094728,1595815a29102ba8df80a5d16739849a3b72438db93f3d4f3f7840b31c41b376,True
Robustness,Rosenbrock,SAM_SGD_start2,1011,,18.10161018371582,f63d81504a917a35e2418cc68685045f1af56ea0dcaf20b6950bebca45385a87,True
Robustness,Rosenbrock,SAM_SGD_start3,1011,,4.228602886199951,ac7f0f473043d9f8a5046f129acb9b83ff52cfa93e1aa9e4480d994a311183ab,True
Robustness,Rosenbrock,SAM_SGD_start4,1011,,8.757699966430664,3cd0ebfcbaee2382204e66e7345f477081b6ee57bfe6e085fce3843949445854,True
Robustness,Rosenbrock,SAM_SGD_start5,1011,,6.807610034942627,0c0ab7fa0292a1ff0a3670ab67ad745ced3b45bace9880e9e6173b33de776b39,True
Robustness,Rosenbrock,SAM_SGD_start6,1011,,17.29350471496582,bd4c40d3aff26694eafe37f4a3344ddc916df328816c42dd4198fbb308fe23ec,True
Robustness,Rosenbrock,SAM_SGD_start7,1011,,0.0,4f27b9ddaa5b033b2c7c9d17f0c885099fa7aa79dc56a449a28bb503e620edd1,True
Robustness,Rosenbrock,SAM_SGD_start8,1011,,6.4999542236328125,8a1829276422529a64eb45f40247385520a909d54eeb9faee07fb57ba8ffcf37,True
Robustness,Rosenbrock,SAM_SGD_start9,1011,,3.5983190536499023,4d4fa2d87d401857f75b0d111ff03213eefabb0a60444b3fc27599e7fba0e77d,True
Robustness,Rosenbrock,SAM_Adam_start0,1011,,0.0027809687890112,e7300582b123bd422e7bf76bfa9a2e720b82610aa6f6e4c4cd88509bf1db3b84,True
Robustness,Rosenbrock,SAM_Adam_start1,1011,,0.0027808540035039,7fac1aefddc0ea9871d92ca353ab9e9a4f3889f784d910b5387b91d2bc31cbef,True
Robustness,Rosenbrock,SAM_Adam_start2,1011,,0.0160732809454202,e2ed65ccb56cb2d501052048a8caffd3704e250571e6ad2dff934aa39ccb925f,True
Robustness,Rosenbrock,SAM_Adam_start3,1011,,0.0256984215229749,e07fe8a2e16b9fe08507b87a5cfffca4650b8e536dad66b769c417da07d7d64e,True
Robustness,Rosenbrock,SAM_Adam_start4,1011,,0.0051579102873802,a699094b446a8f993fcdc26079e68edb14e6a98e88c8db7e927b8a40a2bdee4b,True
Robustness,Rosenbrock,SAM_Adam_start5,1011,,0.0061399433761835,ba86f41afd5a1dfc3a7b571dbe62635e589ca01b521dcbbfdc3d607cfca7b8cb,True
Robustness,Rosenbrock,SAM_Adam_start6,1011,,0.0051258336752653,4b6bdfe71e1964855625b3fd2b69a2e00e6684173808866b80242b623b94cab1,True
Robustness,Rosenbrock,SAM_Adam_start7,1011,,0.0,1bb07d8036463a2613cc0c174b3913fd9872886040e4be39e786c59c10bc086d,True
Robustness,Rosenbrock,SAM_Adam_start8,1011,,0.0051475116051733,4075c4cb818b13ca8cea23d727dc27b7bd0f8ad911df5b689a424b9d5dc0fb69,True
Robustness,Rosenbrock,SAM_Adam_start9,1011,,0.0182060748338699,a42372a579d05ea2eaff4ae8889d746c27f49cf5279c53e2f74c89be1fe2bba9,True
Robustness,Rosenbrock,SGD_start0,1213,,2.780428171157837,01b1810ad526e41d059a526d41968e0fe82c1858f33595327d5fd02ed393948a,True
Robustness,Rosenbrock,SGD_start1,1213,,11.840588569641112,3811bfad7d6a67ea596f93efa0371c78c45c3e21f7f5033ecb7be0657a8742ad,True
Robustness,Rosenbrock,SGD_start2,1213,,18.110727310180664,70720d98c059e29f16f5359b931aba9182e287ab45598a8a511e0e68c3f3a11d,True
Robustness,Rosenbrock,SGD_start3,1213,,4.150002479553223,129078255b8bc1bbfd41235563922970184ccaee0c1e153026f82681f761874e,True
Robustness,Rosenbrock,SGD_start4,1213,,9.041449546813965,b70cd36e03d914c72dd1338b3be3175079479bd23274df773644492dbbad503b,True
Robustness,Rosenbrock,SGD_start5,1213,,7.245743274688721,0253c3706a2d830fc421f223444dae0093a450781b90fd607791ba7893008538,True
Robustness,Rosenbrock,SGD_start6,1213,,17.240400314331055,92f28a3c112856d1562b086f6c08f5ac9a7bbd8400fad25e754dd929f790878d,True
Robustness,Rosenbrock,SGD_start7,1213,,0.0,b3ba0619cda45bc91514452aeb2e349ddebe0c9696d496dbace06f34a921897b,True
Robustness,Rosenbrock,SGD_start8,1213,,9.32607650756836,1478fd0e2b77f9b48a1004ea89c94c8c81e2ba8fa42ec606914f4da9c48bb7f1,True
Robustness,Rosenbrock,SGD_start9,1213,,3.51401686668396,6511e981a6d331ea7bd190cef2e9ed566799bf1c6c1938147e24ffd059abe1fa,True
Robustness,Rosenbrock,SGD_Momentum_start0,1213,,337.47479248046875,484f5cda68f51de32d59750d55c349c9f4950849bc212304d35ccd09208c3a99,True
Robustness,Rosenbrock,SGD_Momentum_start1,1213,,95.8613052368164,52ed9e8650b9ec182fcae94547c06819eac5598846f2a8e75df132fa0be6909b,True
Robustness,Rosenbrock,SGD_Momentum_start2,1213,,1.4176344871520996,3bed4814453fca7b7f0b90403b37feae704dd56ff13a327eb8b6794730f06d96,True
Robustness,Rosenbrock,SGD_Momentum_start3,1213,,217.53765869140625,d1b9150c1a9f3cfb0e211d8e4c075177cba213eccc48e1be95b925385bfcb7e3,True
Robustness,Rosenbrock,SGD_Momentum_start4,1213,,1103.9395751953125,fd082b2edb8e4636b7ef0e376412befd88717acabf121cbf44eb7f76cdf1609c,True
Robustness,Rosenbrock,SGD_Momentum_start5,1213,,36.43944549560547,8ff4e949c2ae2d28fa730cd4735cec662d5143bff8e56701a46d6f8bd9c3b417,True
Robustness,Rosenbrock,SGD_Momentum_start6,1213,,209.0802459716797,d8b492da7f2ebaddc83fa66e2fa05b7475f948dac27c8560d1d07996b0d4b000,True
Robustness,Rosenbrock,SGD_Momentum_start7,1213,,0.0,f303447d5cc02f930c486c8119c9b48f92c83f95ac9e587e8a23b6d1b5250328,True
Robustness,Rosenbrock,SGD_Momentum_start8,1213,,15.128637313842772,12af2ff515b64db3a14ed9e52736ecf601adade1de8d7784addac3b36b8107a6,True
Robustness,Rosenbrock,SGD_Momentum_start9,1213,,413.8355102539063,db1cca43bfce19a32797bb6dbc4fd257c57a86b786476d22e557df81e39168c8,True
Robustness,Rosenbrock,Adam_start0,1213,,9.942597534973174e-05,cf08f506cedd30d91e12e4f8a067781beaeadc39a9be1d9f2048ac1e33d5fe2e,True
Robustness,Rosenbrock,Adam_start1,1213,,9.858705016085878e-05,01664b15b195ac4eb0237b4ed1e962acca7774d4e4e6c3d1a8a9e4fe074a778d,True
Robustness,Rosenbrock,Adam_start2,1213,,9.824554581427948e-05,7f598375538a13082384811384ced74d249fc0a8b256d5d49c688737dd1d1ab4,True
Robustness,Rosenbrock,Adam_start3,1213,,9.836264507612212e-05,bbd7d42dcbcefe6ae3c68fed52c6137ce3a2da451685f912e457ae3928d5f228,True
Robustness,Rosenbrock,Adam_start4,1213,,9.876355034066364e-05,59276ebd54a37976987215a2840e678ec49c14f5ea18d075edcb389c49c4e934,True
Robustness,Rosenbrock,Adam_start5,1213,,9.952658729162069e-05,34d9cd8ba9179fcd7ea0470e7bc1f923ef9b92251f5840ac5a361575ed62e57e,True
Robustness,Rosenbrock,Adam_start6,1213,,9.722967661218718e-05,a5f88fd7f12db820e0ba5438838c010577cb040383afd6b0a5309d9c74044a28,True
Robustness,Rosenbrock,Adam_start7,1213,,0.0,f9dbbb34e3653c82d8bb44be973d394dc4f857a33fb21b0e0e08de7998f7d713,True
Robustness,Rosenbrock,Adam_start8,1213,,9.85797742032446e-05,0bbf556dc953ff2855871e377c97624ab6597522326fa22422bbaa88526f79b2,True
Robustness,Rosenbrock,Adam_start9,1213,,9.898183634504676e-05,fd6b50a80e32e9f3e71a015b7eefa109c95fee76fe64521f7c8c955fc0a5d0d8,True
Robustness,Rosenbrock,SAM_SGD_start0,1213,,1.517484188079834,0947fa6acc727ae2259b1406f0a75ed12bd8315d995b565866df89fabba388c8,True
Robustness,Rosenbrock,SAM_SGD_start1,1213,,12.151025772094728,7a8efe6b8926de6c33f95f2317594624d908a5e43587f1c462af14f5b3d4310f,True
Robustness,Rosenbrock,SAM_SGD_start2,1213,,18.10161018371582,da25a0c026d7ed04f87d292871a0669c153a902bd6de1a0dfdc82c94f00f0b83,True
Robustness,Rosenbrock,SAM_SGD_start3,1213,,4.228602886199951,9f26419e8f55b25c659bfea86112b6cc14c02f2382a42ae851e8494f9fd5ceb7,True
Robustness,Rosenbrock,SAM_SGD_start4,1213,,8.757699966430664,aa2e8492401e6db55f163f188dcaee7129691d5286648f6ba177b7ee8468916d,True
Robustness,Rosenbrock,SAM_SGD_start5,1213,,6.807610034942627,2903fc6a932975c604bc9ba78aebe09025e21c3610da84d0e7a180f5a656e474,True
Robustness,Rosenbrock,SAM_SGD_start6,1213,,17.29350471496582,2ec5f249d657c8597c8f2ed752d617da7353e3182221994c27b75ef97fef074b,True
Robustness,Rosenbrock,SAM_SGD_start7,1213,,0.0,ad975dc944e85310df352f08df92067546db2603a52623dacdf277d762dc7b83,True
Robustness,Rosenbrock,SAM_SGD_start8,1213,,6.4999542236328125,3d131e0ac9704ea5fee17c64464f0a2e7db0ea3c3296686c85a0f34a96aa1e94,True
Robustness,Rosenbrock,SAM_SGD_start9,1213,,3.5983190536499023,a0c5706a360c90a6abfed28c94e64502a4a2e2b0f404ac6addb26143663d9917,True
Robustness,Rosenbrock,SAM_Adam_start0,1213,,0.0027809687890112,4065c77b47b2023ca2ce611991439da742fe377b43d6b5d9e8a5e7466f8d5f61,True
Robustness,Rosenbrock,SAM_Adam_start1,1213,,0.0027808540035039,844c79a834a68f90e1295d5b16ef032b967749261e305ff6b493fda789842fe8,True
Robustness,Rosenbrock,SAM_Adam_start2,1213,,0.0160732809454202,1bc490c730d212a6ad8d088e066859071dae5c65d7a507f877ab1d2d8aa2a55a,True
Robustness,Rosenbrock,SAM_Adam_start3,1213,,0.0256984215229749,6bfc03e35b95aec0785e89e467748f821933f88b4035f216fb1dfd5b8147d5a9,True
Robustness,Rosenbrock,SAM_Adam_start4,1213,,0.0051579102873802,dd79f5d6599f38bb78394d9efaf509a0867eba561753d242750c1715f225cfdc,True
Robustness,Rosenbrock,SAM_Adam_start5,1213,,0.0061399433761835,353c3a94ded6ccdbc870128a54feecbcef40cc34af554697b953dd5d718f0295,True
Robustness,Rosenbrock,SAM_Adam_start6,1213,,0.0051258336752653,42b2bd97e53afce588b171c0d79679e71083587120550da6ec3a50394fc10acb,True
Robustness,Rosenbrock,SAM_Adam_start7,1213,,0.0,40bae8ce410f22cb322e44f83106dfb698539a586c6be63b607ec6804e235306,True
