epoch,train_loss,train_acc,test_loss,test_acc
1,0.4759597031038199,86.55166666666666,0.23459227122366427,93.14
2,0.19631592111229135,94.31,0.14881710642948748,95.41
3,0.13472450163954103,96.1,0.12207235689274967,96.35
4,0.10092502001966876,97.025,0.09574356143129989,96.91
5,0.07933649075612711,97.68333333333334,0.08885147804976441,97.16
6,0.06381673732005966,98.17166666666667,0.0781187884073006,97.6
7,0.051823595050237835,98.52333333333333,0.07527854009531439,97.62
8,0.04360959853039685,98.78166666666667,0.06638349245768041,97.9
9,0.036315827901516835,99.04666666666667,0.06664537864126033,97.83
10,0.030882121831266037,99.185,0.06100227275455836,98.05
11,0.026418769239648573,99.33833333333334,0.060363017494091765,98.16
12,0.02284170731431497,99.44166666666666,0.062346045990852875,98.01
13,0.02013370498115304,99.585,0.060481880071165506,98.02
14,0.017785200575636678,99.65833333333333,0.059004315960919484,98.1
15,0.01627259191596257,99.72333333333333,0.058391820450196974,98.19
16,0.014956268789455184,99.77166666666666,0.058190683267457646,98.12
