epoch,train_acc,test_acc,train_loss,test_loss
1,86.58,82.8,0.5023203273296356,0.6286271257400513
2,90.47,86.45,0.3455439944267273,0.4638162443637847
3,92.04,88.1,0.2843834787845611,0.3999342222213745
4,93.16,89.0,0.2514143700003624,0.3727255258560181
5,93.87,89.65,0.2222395799398422,0.3464531478881836
6,94.15,90.05,0.2050835477352142,0.3301319677829742
7,94.97,90.95,0.1824833152651787,0.3093236289024353
8,95.44,91.2,0.1666351974844932,0.294904236793518
9,95.82,91.35,0.1506166134834289,0.2838808405399322
10,96.26,91.5,0.1412383078813552,0.2763686197996139
