epoch,train_acc,test_acc,train_loss,test_loss
1,90.19,86.4,0.3481857034564018,0.4702222971916199
2,92.61,88.75,0.2635492527961731,0.3823300881385803
3,93.98,89.65,0.2134945626735687,0.3289724547863006
4,95.09,91.25,0.1744440645992755,0.2933477730751037
5,95.67,91.3,0.1532127990245819,0.2711305336952209
6,96.41,91.7,0.1323331208705902,0.2538664186000824
7,96.85,92.7,0.1177479017853736,0.2400863587856292
8,97.32,92.9,0.1037974497556686,0.2280592490434646
9,97.62,92.7,0.0960861496925354,0.224356507062912
10,97.73,92.6,0.088183168759942,0.2159745584726333
