epoch,train_acc,test_acc,train_loss,test_loss
1,89.77,86.05,0.3606916557669639,0.4663332324028015
2,91.67,87.7,0.292570451927185,0.4101635675430298
3,93.07,89.65,0.2377291270256042,0.3556927108764648
4,94.21,89.75,0.2097343676507473,0.3423854689598083
5,94.8,90.6,0.1852317810297012,0.3234183933734894
6,94.93,90.15,0.1760329824447631,0.3151282300949096
7,95.89,91.35,0.1500128283500671,0.2925193920135498
8,96.5,91.65,0.1326275108635425,0.2768550639152526
9,96.66,90.85,0.1237161955833435,0.2751829710006714
10,96.35,92.0,0.1291886393308639,0.2830759723186493
