epoch,train_acc,test_acc,train_loss,test_loss
1,90.33,86.8,0.3464433675527573,0.4521787428855896
2,92.61,88.35,0.2657979110717773,0.3764105961322784
3,93.9,89.75,0.2129608850240707,0.323054071187973
4,95.08,91.0,0.1791812099218368,0.2963239915370941
5,95.52,91.5,0.1570860459685325,0.2755029010772705
6,96.07,91.9,0.1345343096256256,0.2525209531784058
7,96.49,91.9,0.1259717203319072,0.2467673149108886
8,97.17,93.05,0.1055522195279598,0.2282187299728393
9,97.27,92.45,0.0982356976747512,0.2261391642093658
10,97.47,92.45,0.0919368089139461,0.2216615198850631
