epoch,train_acc,test_acc,train_loss,test_loss
1,90.58,86.65,0.3257164296269417,0.4354829111099243
2,92.74,88.8,0.2585756425619125,0.3809339942932129
3,94.17,90.25,0.2032517594337463,0.3280222220420837
4,95.31,90.95,0.1716114308655262,0.3026268212795258
5,95.93,91.1,0.1419525526046753,0.2779004929065704
6,96.49,91.25,0.1295045353055,0.2661320239305496
7,97.51,92.35,0.107239679646492,0.2477903871536255
8,97.93,92.6,0.0900167329370975,0.2336859724521637
9,98.09,92.45,0.0810867520093917,0.230635929942131
10,98.33,93.15,0.0753520897611975,0.2274830425977707
