epoch,train_acc,test_acc,train_loss,test_loss
1,90.09,86.05,0.3451977694034576,0.4605263247489929
2,92.02,87.7,0.2771369423627853,0.4004560532569885
3,93.54,90.15,0.2228708594560623,0.3487957811355591
4,94.74,90.4,0.1898619303703308,0.3219939584732055
5,95.26,90.9,0.1617038017749786,0.2991805067062378
6,95.73,90.95,0.148197843337059,0.2858707722425461
7,96.7,91.8,0.1257628642052412,0.2660120847225189
8,97.33,92.55,0.1065975138545036,0.2504946500062942
9,97.45,91.7,0.0987132550001144,0.2485139591693878
10,97.7,92.3,0.0950186909079551,0.2490339725017547
