epoch,train_acc,test_acc,train_loss,test_loss
1,90.62,86.9,0.3301851151943207,0.4405787925720215
2,92.47,88.75,0.2618853572368622,0.382928689956665
3,94.15,90.2,0.2028743281602859,0.3244368762969971
4,95.28,91.0,0.1709745163023472,0.3004736833572388
5,96.06,91.4,0.1425563068628311,0.2771179115772247
6,96.47,91.5,0.1289159536838531,0.2617991206645965
7,97.39,92.25,0.1069827553212642,0.2443753274679184
8,98.01,92.7,0.089388492912054,0.228504942536354
9,98.11,92.4,0.0814102553367614,0.2270309994220733
10,98.37,93.2,0.0759337103694677,0.2241282086372375
