epoch,train_acc,test_acc,train_loss,test_loss
1,90.13,86.1,0.3373369254469872,0.4521711039543152
2,92.52,87.95,0.2651298218250275,0.3901379179954529
3,93.96,89.5,0.2081256656646728,0.3304023823738098
4,95.26,90.8,0.1736823140203952,0.3048950991630554
5,95.86,91.25,0.1473448109269142,0.2826160252094268
6,96.54,91.7,0.1289552337765693,0.2613337650299072
7,97.09,91.9,0.1121497930705547,0.2472813680171966
8,97.6,92.6,0.0958929772496223,0.2346027666330337
9,97.85,92.4,0.0868497932434082,0.2314602811336517
10,98.09,92.7,0.0819902037084102,0.2276324890851974
