epoch,train_acc,test_acc,train_loss,test_loss
1,86.08,82.0,0.5097516481399537,0.6260965051651001
2,90.32,86.65,0.3499724603652954,0.4596729352474212
3,91.96,88.0,0.2892244568347931,0.3965969264507293
4,93.14,89.2,0.2549044420361518,0.3681677360534668
5,93.84,89.45,0.2277782969236373,0.3468441317081451
6,94.12,90.25,0.2115186507582664,0.3305290777683258
7,94.88,90.55,0.1897921499609947,0.310743227481842
8,95.24,90.9,0.1729622659683227,0.2969347262382507
9,95.64,91.0,0.1576534891605377,0.2867699356079101
10,95.95,91.35,0.1482998588442802,0.2795651426315307
