epoch,train_acc,test_acc,train_loss,test_loss
1,90.32,86.3,0.3404970063924789,0.4511019439697266
2,92.16,87.85,0.2790159035205841,0.3965218892097473
3,93.53,89.55,0.2210848522186279,0.3402156615257263
4,94.8,90.65,0.1893965014278888,0.3160975034236908
5,95.46,90.85,0.1594214290618896,0.2930426474809646
6,95.85,91.0,0.1472516428112983,0.2814192924499512
7,96.74,91.8,0.1246917619764804,0.2623755285739899
8,97.27,92.35,0.1062799501657486,0.2449106868505478
9,97.5,91.85,0.096552932357788,0.2427778950929641
10,97.68,92.3,0.0931961639881134,0.2404338810443878
