epoch,train_acc,test_acc,train_loss,test_loss
1,90.16,86.05,0.3354556909561157,0.4523618068695068
2,92.45,88.15,0.2662019413948059,0.3906241517066955
3,93.94,89.7,0.2098672886133194,0.335968766450882
4,95.12,90.6,0.1783877916634083,0.3119415030479431
5,95.83,91.25,0.1495089575767517,0.2870008535385132
6,96.32,91.35,0.1355308726072311,0.2736983671188354
7,97.06,91.95,0.1145719197332859,0.2572172315120697
8,97.66,92.15,0.0969494408369064,0.2416306788921356
9,97.84,92.1,0.0882077475070953,0.2399076564311981
10,98.07,92.9,0.084519212603569,0.2371756907701492
