epoch,train_acc,test_acc,train_loss,test_loss
1,89.93,85.6,0.34701101552248,0.4671653044223785
2,92.81,88.4,0.2611260860443115,0.3784327459335327
3,94.19,89.7,0.2088731125593185,0.3275130853652954
4,95.05,91.15,0.1753794357061386,0.3002039680480957
5,95.65,91.15,0.1524176680326461,0.2767589430809021
6,96.23,91.35,0.133721419763565,0.2633207638263702
7,96.76,92.3,0.1170758367508649,0.2427505724430084
8,97.15,92.65,0.1048584509015083,0.2364577939510345
9,97.4,92.85,0.0939424288988113,0.2267395179271698
10,97.69,92.4,0.0885623393267393,0.2258054497241974
