epoch,train_acc,test_acc,train_loss,test_loss
1,86.54,83.1,0.5025232666254044,0.6264687108993531
2,90.39,86.25,0.3486975154399871,0.4672297854423523
3,91.74,87.45,0.2888320311069488,0.4040913672447204
4,93.08,88.9,0.2536201394200325,0.3752789857387543
5,93.86,89.45,0.2251110732078552,0.3511901886463165
6,94.16,89.8,0.2076604213714599,0.3340899837017059
7,94.85,90.75,0.18541700476408,0.3142512865066528
8,95.33,90.7,0.1686106551647186,0.2998390896320343
9,95.67,90.75,0.1533843988895416,0.2901042708158493
10,96.06,91.0,0.1436917571663856,0.2827959755659103
