epoch,train_acc,test_acc,train_loss,test_loss
1,90.45,86.55,0.333543970143795,0.4475579283237457
2,92.57,88.8,0.2631814122915268,0.3831714775562286
3,94.27,89.9,0.2032733727693557,0.3213778223991394
4,95.36,91.0,0.1709173056423664,0.2973164763450622
5,96.11,91.45,0.144738527059555,0.2711656529903412
6,96.59,91.7,0.1279795235872268,0.2547954320907593
7,97.24,92.4,0.1127512894153595,0.243048218011856
8,97.64,92.75,0.0962579054772853,0.2295096402168274
9,97.93,92.35,0.0855903801202774,0.2240625976324081
10,98.07,92.95,0.0816440164625644,0.2238040089607239
