epoch,train_acc,test_acc,train_loss,test_loss
1,90.03,85.75,0.3474427850842476,0.4559521746635437
2,91.81,87.9,0.286002542424202,0.4067494637966156
3,93.08,89.05,0.2349121514081955,0.3609230418205261
4,94.36,90.1,0.20281509257555,0.3385822966098785
5,94.97,90.35,0.176373337650299,0.3152827129364013
6,95.22,90.45,0.1680118547201156,0.3059920823574066
7,96.36,91.3,0.1423917997598648,0.28558651304245
8,96.84,91.5,0.122453287422657,0.2711647636890411
9,96.93,91.45,0.1137086046218872,0.2684530774354934
10,97.15,91.9,0.1107896354198455,0.2688996741771698
