epoch,train_acc,test_acc,train_loss,test_loss
1,90.27,86.5,0.3353696378827095,0.4447253937721252
2,92.66,88.5,0.264652322268486,0.3796863393783569
3,94.06,89.95,0.2101739441871643,0.3281960873603821
4,95.03,90.8,0.1778276111125946,0.3035421757698059
5,95.78,91.45,0.1511854316949844,0.2807323310375214
6,96.41,91.2,0.133341543662548,0.265632190823555
7,96.97,92.05,0.1176317775785923,0.2512993812561035
8,97.58,92.65,0.0981378215968608,0.2338440501689911
9,97.75,92.35,0.0886712836265564,0.2282056534290313
10,97.88,92.7,0.0847703059703111,0.2284400643110275
