epoch,train_acc,test_acc,train_loss,test_loss
1,90.42,86.65,0.3358718050956726,0.4388215527534485
2,92.4,88.05,0.2697612123727798,0.3858534221649169
3,94.09,89.9,0.2098860011577606,0.3286882371902466
4,95.24,90.65,0.1797750122725963,0.3056342034339905
5,95.76,91.15,0.1514500840187072,0.283450085401535
6,96.25,91.0,0.139364068365097,0.2703237744569778
7,97.21,91.9,0.1163884131550788,0.2535985701084137
8,97.62,92.1,0.0994963533997535,0.23914779651165
9,97.66,92.0,0.0909994553089141,0.2363712930679321
10,97.93,92.4,0.0871268770933151,0.2353504993915557
