epoch,train_acc,test_acc,train_loss,test_loss
1,90.06,86.3,0.3424140087008476,0.4512417051792144
2,92.72,88.85,0.2623005623579025,0.3764226546287537
3,94.24,89.7,0.2078660997867584,0.3273855700492858
4,95.11,91.05,0.1752885374248027,0.2986773011684417
5,95.85,91.2,0.1501336181879043,0.2770323519706726
6,96.47,91.35,0.1304918810844421,0.2592619564533233
7,97.01,92.25,0.1152186627447605,0.24677166223526
8,97.62,92.85,0.0970649930000305,0.2293933839797973
9,97.7,92.55,0.0893891587734222,0.2243891906738281
10,97.96,93.05,0.0826390554726123,0.2209060800075531
