epoch,train_acc,test_acc,train_loss,test_loss
1,90.3,86.35,0.3878315346956253,0.497661687374115
2,92.77,88.7,0.3224415272712707,0.4360936813354492
3,94.24,90.15,0.2763248869419097,0.3902868690490723
4,95.4,91.45,0.2386332049846649,0.3528208751678466
5,96.08,92.15,0.2144605273485183,0.3318732583522796
6,96.65,92.2,0.1965466440200805,0.312056384563446
7,97.32,92.75,0.181648635995388,0.2990578365325927
8,97.82,93.6,0.1670606072187423,0.2829009213447571
9,98.03,93.75,0.1564503120183944,0.2782072243690491
10,98.28,93.7,0.1535069545507431,0.2743122198581695
