epoch,train_acc,test_acc,train_loss,test_loss
1,86.26,82.4,0.5092909044742584,0.6328260502815246
2,90.17,86.85,0.3506825509548187,0.4676404519081116
3,91.78,88.25,0.2910265209436417,0.4031994194984436
4,92.95,88.95,0.2563038367688656,0.374312022447586
5,93.69,89.5,0.2282121348142624,0.3504397163391113
6,93.93,90.1,0.2107723429203033,0.3333940920829773
7,94.73,90.4,0.1881419566512107,0.3127564570903778
8,95.15,91.1,0.1722764815330505,0.2993964638710022
9,95.61,90.95,0.155636236667633,0.2879413065910339
10,96.13,91.3,0.1459595992565155,0.2800873211622238
