epoch,train_acc,test_acc,train_loss,test_loss
1,89.99,86.4,0.3433500042200088,0.4547825734615326
2,92.6,88.75,0.2640479723215103,0.3751331024169922
3,94.28,89.7,0.2074259941101074,0.3232436006069183
4,95.21,91.4,0.1740416555166244,0.2938315758705139
5,95.82,91.25,0.1508211067676544,0.2736396498680115
6,96.48,91.8,0.1298576260447502,0.2527229778766632
7,97.03,92.25,0.1154369231283664,0.2414291653633117
8,97.53,92.8,0.0987307601809501,0.2265710994005203
9,97.7,92.75,0.0901311602830886,0.2189929866790771
10,97.81,92.85,0.0850512929290533,0.2186656908988952
