epoch,train_acc,test_acc,train_loss,test_loss
1,89.97,86.25,0.3531639373660087,0.4681198847293853
2,91.34,87.45,0.2969340162277221,0.4190798299312591
3,92.75,89.2,0.2450633052110672,0.3698172430992126
4,93.88,89.45,0.215247139942646,0.3460340921878814
5,94.57,89.5,0.1903543056368827,0.3253420062065124
6,94.9,90.0,0.1787706436872482,0.313491798877716
7,95.86,90.75,0.1552077109873295,0.2910119206905365
8,96.1,90.9,0.1405023758411407,0.2781216344833374
9,96.41,91.15,0.1267979386806488,0.275506982088089
10,96.11,91.3,0.1358100393474102,0.2878083341121674
