epoch,train_acc,test_acc,train_loss,test_loss
1,90.38,86.75,0.3370116696953773,0.4429915661811828
2,92.37,88.25,0.2700321612596512,0.3890011529922485
3,93.98,89.85,0.2130884804725647,0.3365331566333771
4,95.06,90.75,0.1807689985990524,0.310954226732254
5,95.85,91.05,0.1514742661714553,0.2866692159175872
6,96.29,91.1,0.1397207869529724,0.2749193812608719
7,97.06,92.1,0.1171087891578674,0.2550044622421265
8,97.67,92.2,0.0992049458265304,0.2396997034549713
9,97.75,91.95,0.0901015946388244,0.2367758394479751
10,98.0,92.5,0.0869786601543426,0.2369181312322616
