epoch,train_acc,test_acc,train_loss,test_loss
1,89.72,86.05,0.3587461765885353,0.4766614875793457
2,92.42,88.25,0.2757199478626251,0.3966654391288757
3,93.84,89.75,0.219622533917427,0.3404371099472046
4,94.89,90.6,0.1881728946447372,0.3179062287807465
5,95.54,91.05,0.1585110695600509,0.2914168467521667
6,96.08,91.05,0.1459934185147285,0.2789586553573608
7,97.08,92.0,0.1191259507238864,0.2553895087242126
8,97.44,92.05,0.1032632364809513,0.2438406075239181
9,97.76,91.75,0.0934438826084137,0.2396789404153823
10,98.14,92.6,0.0838387403041124,0.2326831445693969
