epoch,train_acc,test_acc,train_loss,test_loss
1,90.04,85.75,0.3419455527067184,0.4488082430362701
2,92.55,88.05,0.2661167533159256,0.3845168600082397
3,94.04,90.0,0.2115156708717346,0.3286282188892364
4,95.13,90.95,0.1769737184107303,0.3048798556327819
5,95.87,91.4,0.149608684849739,0.2790606174468994
6,96.49,91.75,0.1333521246194839,0.2618428242206573
7,97.06,92.2,0.1145159473538398,0.2451381537914276
8,97.6,92.5,0.0992847286403179,0.2314072730541229
9,97.77,92.55,0.0892285867214202,0.2299488976001739
10,97.94,93.1,0.0854563533633947,0.2262242977619171
