epoch,train_acc,test_acc,train_loss,test_loss
1,90.32,86.55,0.3355091086983681,0.438849205493927
2,92.59,88.7,0.2662727802515029,0.3816472887992859
3,94.06,89.7,0.2109270854711532,0.3256736299991608
4,95.15,90.75,0.1763057660579681,0.301760192155838
5,95.88,91.05,0.1506692135214805,0.2817110557556152
6,96.48,91.05,0.1340557643055915,0.2644612065553665
7,96.85,91.8,0.1177752242207527,0.2504435901641845
8,97.51,92.5,0.0981673448204994,0.2326781426668167
9,97.81,92.2,0.0888343769788742,0.2311592338085174
10,98.06,92.65,0.0838186558693647,0.2304074323177337
