epoch,train_acc,test_acc,train_loss,test_loss
1,86.28,81.55,0.5087057336330414,0.6271234941482544
2,90.36,86.5,0.3480904521465301,0.4591105122566223
3,92.09,88.15,0.2877494448900223,0.3942534623146057
4,93.09,89.2,0.2545020861029625,0.3669259676933288
5,93.78,89.95,0.2263192188262939,0.3436325440406799
6,94.16,90.5,0.208925157380104,0.3279215352535248
7,94.82,90.55,0.187248656463623,0.3083225724697113
8,95.19,91.0,0.1711155659675598,0.2949560494422912
9,95.63,90.95,0.1555148561477661,0.2854235301017761
10,95.99,91.2,0.1466463792264461,0.2785554056167602
