epoch,train_acc,test_acc,train_loss,test_loss
1,90.03,86.3,0.3414646587252616,0.45607075548172
2,92.63,88.65,0.2585132224798202,0.373885865688324
3,94.19,90.25,0.2062716322660446,0.3199357621669769
4,95.3,91.15,0.1703475537776947,0.2895027728080749
5,95.76,91.5,0.1485257375597953,0.2691232823133468
6,96.55,91.8,0.1280542526245117,0.2509975727796554
7,97.2,92.4,0.1127543526649475,0.2367260143756866
8,97.43,93.25,0.0994978285431861,0.2258308237791061
9,97.83,92.95,0.0876379508018493,0.2187543228864669
10,97.87,93.0,0.0825323669478297,0.2143470253944397
