epoch,train_acc,test_acc,train_loss,test_loss
1,89.67,86.2,0.3573973595142364,0.4637463335990905
2,92.26,88.1,0.2794547737121582,0.3931137042045593
3,93.8,89.65,0.2236271176338195,0.3387303805351257
4,94.72,90.55,0.1926879235267639,0.3167345242500305
5,95.35,90.55,0.163583506822586,0.2956332695484161
6,95.86,90.9,0.1481971212744713,0.2777058820724487
7,96.81,92.1,0.1223641385018825,0.2582701811790466
8,97.38,92.2,0.1058449530959129,0.2447064461708069
9,97.59,92.0,0.09617945728302,0.2429222497940063
10,97.99,92.7,0.0857537609755993,0.2327970941066742
