epoch,train_acc,test_acc,train_loss,test_loss
1,89.57,85.8,0.3611377746343612,0.4682393682003021
2,92.0,88.35,0.2833024021148682,0.3978961033821106
3,93.55,88.8,0.22918973031044,0.3440058374404907
4,94.56,89.95,0.1975524047195911,0.3225630695819855
5,95.34,90.2,0.1667542541027069,0.3009119749069214
6,95.72,90.25,0.1525301936149597,0.2840305014848709
7,96.85,91.75,0.1235321032762527,0.2597284007072449
8,97.14,91.65,0.1071813481986522,0.2481525027751922
9,97.47,92.0,0.0979430820465087,0.2451129673719406
10,97.95,92.65,0.0866994071125984,0.2365945284366607
