epoch,train_acc,test_acc,train_loss,test_loss
1,90.04,85.9,0.3465713179826736,0.4619839842319488
2,91.78,88.1,0.2858602249622345,0.4101687798500061
3,93.14,88.85,0.2321676755666732,0.3625998759269714
4,94.41,89.85,0.2023471358001232,0.3423872947692871
5,94.97,90.4,0.1756065383434295,0.3236410267353057
6,95.3,90.45,0.1618487708568573,0.3069527916908264
7,96.32,91.0,0.1375385812103748,0.2876529273986816
8,96.67,91.55,0.1182651657700538,0.270010600566864
9,97.07,91.5,0.1092157548904419,0.2688182401657104
10,97.15,91.8,0.106851394996047,0.2696548950672149
